,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-05-24 02:27,,,,,,,,
2026-05-24 05:05,,,,,,,,
2026-05-24 07:57,,,,,,,,
2026-05-24 09:19,65.0,,15.0,35.0,,30.0,55.0,5.0
2026-05-24 10:44,55.0,,35.0,50.0,105.0,45.0,40.0,15.0
2026-05-24 11:47,,,45.0,45.0,90.0,40.0,55.0,20.0
2026-05-24 12:44,75.0,,35.0,35.0,60.0,50.0,45.0,5.0
2026-05-24 13:41,65.0,,30.0,40.0,60.0,45.0,45.0,5.0
2026-05-24 14:46,50.0,,25.0,45.0,60.0,40.0,45.0,5.0
2026-05-24 15:52,45.0,,45.0,45.0,65.0,40.0,40.0,5.0
2026-05-24 16:39,45.0,,45.0,30.0,70.0,40.0,45.0,5.0
