day_of_week,hour_sin,hour_cos,ride_name,wait_time
0,-0.4999999999999997,-0.8660254037844388,TRON Lightcycle / Run,90.0
0,-0.7071067811865471,-0.7071067811865479,TRON Lightcycle / Run,75.0
0,-0.7071067811865471,-0.7071067811865479,TRON Lightcycle / Run,120.0
0,-0.8660254037844385,-0.5000000000000004,TRON Lightcycle / Run,110.0
0,-0.9659258262890683,-0.25881904510252063,TRON Lightcycle / Run,80.0
0,-0.9659258262890683,-0.25881904510252063,TRON Lightcycle / Run,90.0
0,-1.0,-1.8369701987210297e-16,TRON Lightcycle / Run,75.0
0,-1.0,-1.8369701987210297e-16,TRON Lightcycle / Run,85.0
0,-0.9659258262890684,0.2588190451025203,TRON Lightcycle / Run,95.0
0,-0.9659258262890684,0.2588190451025203,TRON Lightcycle / Run,95.0
0,-0.8660254037844386,0.5000000000000001,TRON Lightcycle / Run,95.0
0,-0.7071067811865477,0.7071067811865474,TRON Lightcycle / Run,85.0
1,0.49999999999999994,-0.8660254037844387,TRON Lightcycle / Run,30.0
1,0.258819045102521,-0.9659258262890682,TRON Lightcycle / Run,120.0
1,1.2246467991473532e-16,-1.0,TRON Lightcycle / Run,105.0
1,-0.2588190451025208,-0.9659258262890683,TRON Lightcycle / Run,115.0
4,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,45.0
4,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,45.0
4,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,45.0
4,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,45.0
4,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,50.0
4,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,65.0
4,-0.8660254037844385,-0.5000000000000004,Jungle Cruise,60.0
4,-0.9659258262890683,-0.25881904510252063,Jungle Cruise,55.0
4,-0.9659258262890683,-0.25881904510252063,Jungle Cruise,55.0
4,-0.9659258262890683,-0.25881904510252063,Jungle Cruise,55.0
4,-1.0,-1.8369701987210297e-16,Jungle Cruise,50.0
4,-1.0,-1.8369701987210297e-16,Jungle Cruise,50.0
4,-0.9659258262890684,0.2588190451025203,Jungle Cruise,50.0
4,-0.9659258262890684,0.2588190451025203,Jungle Cruise,35.0
4,-0.9659258262890684,0.2588190451025203,Jungle Cruise,40.0
4,-0.7071067811865477,0.7071067811865474,Jungle Cruise,15.0
5,0.7071067811865476,-0.7071067811865475,Jungle Cruise,15.0
5,0.49999999999999994,-0.8660254037844387,Jungle Cruise,25.0
5,0.49999999999999994,-0.8660254037844387,Jungle Cruise,50.0
5,0.49999999999999994,-0.8660254037844387,Jungle Cruise,35.0
5,0.258819045102521,-0.9659258262890682,Jungle Cruise,30.0
5,0.258819045102521,-0.9659258262890682,Jungle Cruise,40.0
5,1.2246467991473532e-16,-1.0,Jungle Cruise,40.0
5,1.2246467991473532e-16,-1.0,Jungle Cruise,30.0
5,-0.2588190451025208,-0.9659258262890683,Jungle Cruise,40.0
5,-0.2588190451025208,-0.9659258262890683,Jungle Cruise,40.0
5,-0.2588190451025208,-0.9659258262890683,Jungle Cruise,45.0
5,-0.4999999999999997,-0.8660254037844388,Jungle Cruise,45.0
5,-0.4999999999999997,-0.8660254037844388,Jungle Cruise,35.0
5,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,45.0
5,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,40.0
5,-0.8660254037844385,-0.5000000000000004,Jungle Cruise,30.0
5,-0.8660254037844385,-0.5000000000000004,Jungle Cruise,35.0
5,-0.8660254037844385,-0.5000000000000004,Jungle Cruise,35.0
5,-0.9659258262890683,-0.25881904510252063,Jungle Cruise,45.0
5,-0.9659258262890683,-0.25881904510252063,Jungle Cruise,35.0
5,-0.9659258262890683,-0.25881904510252063,Jungle Cruise,40.0
5,-1.0,-1.8369701987210297e-16,Jungle Cruise,45.0
5,-1.0,-1.8369701987210297e-16,Jungle Cruise,45.0
5,-0.9659258262890684,0.2588190451025203,Jungle Cruise,40.0
5,-0.9659258262890684,0.2588190451025203,Jungle Cruise,40.0
5,-0.9659258262890684,0.2588190451025203,Jungle Cruise,35.0
5,-0.7071067811865477,0.7071067811865474,Jungle Cruise,20.0
5,-0.7071067811865477,0.7071067811865474,Jungle Cruise,20.0
5,-0.7071067811865477,0.7071067811865474,Jungle Cruise,15.0
5,-0.5000000000000004,0.8660254037844384,Jungle Cruise,10.0
6,0.7071067811865476,-0.7071067811865475,Jungle Cruise,35.0
6,0.49999999999999994,-0.8660254037844387,Jungle Cruise,35.0
6,0.49999999999999994,-0.8660254037844387,Jungle Cruise,40.0
6,0.258819045102521,-0.9659258262890682,Jungle Cruise,40.0
6,0.258819045102521,-0.9659258262890682,Jungle Cruise,35.0
6,0.258819045102521,-0.9659258262890682,Jungle Cruise,35.0
6,1.2246467991473532e-16,-1.0,Jungle Cruise,35.0
6,1.2246467991473532e-16,-1.0,Jungle Cruise,45.0
6,-0.2588190451025208,-0.9659258262890683,Jungle Cruise,55.0
6,-0.2588190451025208,-0.9659258262890683,Jungle Cruise,45.0
6,-0.4999999999999997,-0.8660254037844388,Jungle Cruise,40.0
6,-0.4999999999999997,-0.8660254037844388,Jungle Cruise,35.0
6,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,45.0
6,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,50.0
6,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,40.0
6,-1.0,-1.8369701987210297e-16,Jungle Cruise,15.0
6,-0.9659258262890684,0.2588190451025203,Jungle Cruise,20.0
6,-0.9659258262890684,0.2588190451025203,Jungle Cruise,30.0
6,-0.8660254037844386,0.5000000000000001,Jungle Cruise,5.0
0,0.49999999999999994,-0.8660254037844387,Jungle Cruise,40.0
0,0.258819045102521,-0.9659258262890682,Jungle Cruise,25.0
0,1.2246467991473532e-16,-1.0,Jungle Cruise,50.0
0,-0.2588190451025208,-0.9659258262890683,Jungle Cruise,45.0
0,-0.7071067811865471,-0.7071067811865479,Jungle Cruise,15.0
0,-0.8660254037844385,-0.5000000000000004,Jungle Cruise,65.0
0,-0.9659258262890683,-0.25881904510252063,Jungle Cruise,30.0
0,-1.0,-1.8369701987210297e-16,Jungle Cruise,40.0
0,-1.0,-1.8369701987210297e-16,Jungle Cruise,55.0
0,-0.9659258262890684,0.2588190451025203,Jungle Cruise,60.0
0,-0.9659258262890684,0.2588190451025203,Jungle Cruise,30.0
0,-0.8660254037844386,0.5000000000000001,Jungle Cruise,25.0
0,-0.7071067811865477,0.7071067811865474,Jungle Cruise,5.0
1,0.7071067811865476,-0.7071067811865475,Jungle Cruise,40.0
1,0.258819045102521,-0.9659258262890682,Jungle Cruise,55.0
1,1.2246467991473532e-16,-1.0,Jungle Cruise,60.0
1,-0.2588190451025208,-0.9659258262890683,Jungle Cruise,75.0
4,-0.7071067811865471,-0.7071067811865479,Seven Dwarfs Mine Train,75.0
4,-0.7071067811865471,-0.7071067811865479,Seven Dwarfs Mine Train,75.0
4,-0.7071067811865471,-0.7071067811865479,Seven Dwarfs Mine Train,75.0
4,-0.7071067811865471,-0.7071067811865479,Seven Dwarfs Mine Train,60.0
4,-0.7071067811865471,-0.7071067811865479,Seven Dwarfs Mine Train,65.0
4,-0.7071067811865471,-0.7071067811865479,Seven Dwarfs Mine Train,65.0
4,-0.8660254037844385,-0.5000000000000004,Seven Dwarfs Mine Train,80.0
4,-0.9659258262890683,-0.25881904510252063,Seven Dwarfs Mine Train,65.0
4,-0.9659258262890683,-0.25881904510252063,Seven Dwarfs Mine Train,65.0
4,-0.9659258262890683,-0.25881904510252063,Seven Dwarfs Mine Train,65.0
4,-1.0,-1.8369701987210297e-16,Seven Dwarfs Mine Train,60.0
4,-1.0,-1.8369701987210297e-16,Seven Dwarfs Mine Train,65.0
4,-0.9659258262890684,0.2588190451025203,Seven Dwarfs Mine Train,70.0
4,-0.9659258262890684,0.2588190451025203,Seven Dwarfs Mine Train,70.0
4,-0.9659258262890684,0.2588190451025203,Seven Dwarfs Mine Train,70.0
4,-0.7071067811865477,0.7071067811865474,Seven Dwarfs Mine Train,60.0
5,0.8660254037844387,-0.4999999999999998,Seven Dwarfs Mine Train,25.0
5,0.7071067811865476,-0.7071067811865475,Seven Dwarfs Mine Train,55.0
5,0.49999999999999994,-0.8660254037844387,Seven Dwarfs Mine Train,50.0
5,0.49999999999999994,-0.8660254037844387,Seven Dwarfs Mine Train,55.0
5,0.49999999999999994,-0.8660254037844387,Seven Dwarfs Mine Train,65.0
5,0.258819045102521,-0.9659258262890682,Seven Dwarfs Mine Train,65.0
5,0.258819045102521,-0.9659258262890682,Seven Dwarfs Mine Train,60.0
5,1.2246467991473532e-16,-1.0,Seven Dwarfs Mine Train,65.0
5,1.2246467991473532e-16,-1.0,Seven Dwarfs Mine Train,60.0
