,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-06-13 03:02,,,,,,,,,,,,,,,,,,,,
2026-06-13 08:19,,,,,,,,,,,,,,,,,,,,
2026-06-13 10:31,40.0,,30.0,10.0,45.0,40.0,25.0,5.0,5.0,15.0,10.0,10.0,5.0,15.0,20.0,5.0,10.0,5.0,10.0,
2026-06-13 11:59,45.0,40.0,25.0,35.0,35.0,50.0,35.0,10.0,10.0,25.0,,15.0,5.0,15.0,35.0,15.0,15.0,10.0,10.0,
2026-06-13 13:22,75.0,45.0,30.0,35.0,50.0,60.0,,5.0,5.0,25.0,10.0,5.0,10.0,15.0,30.0,20.0,10.0,5.0,10.0,
2026-06-13 14:49,50.0,50.0,30.0,30.0,40.0,60.0,,5.0,5.0,20.0,20.0,5.0,10.0,15.0,,20.0,10.0,15.0,10.0,
2026-06-13 16:08,35.0,45.0,30.0,35.0,40.0,60.0,40.0,5.0,5.0,15.0,15.0,5.0,10.0,15.0,,10.0,5.0,10.0,10.0,
2026-06-13 17:35,40.0,50.0,25.0,45.0,40.0,45.0,35.0,5.0,5.0,20.0,5.0,5.0,5.0,10.0,25.0,5.0,10.0,5.0,10.0,
2026-06-13 18:41,45.0,,35.0,40.0,45.0,30.0,25.0,5.0,10.0,15.0,10.0,5.0,5.0,10.0,25.0,5.0,10.0,5.0,10.0,
2026-06-13 19:45,60.0,40.0,20.0,25.0,35.0,40.0,35.0,15.0,20.0,25.0,5.0,10.0,5.0,10.0,45.0,5.0,20.0,5.0,10.0,
2026-06-13 22:01,55.0,7.0,,5.0,30.0,5.0,35.0,5.0,5.0,13.0,5.0,10.0,5.0,10.0,,5.0,,5.0,,
2026-06-13 23:37,,,,,,,,,,,,,,,,,,,,
