,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-07-08 01:33,,,,,,,,
2026-07-08 03:55,,,,,,,,
2026-07-08 08:13,,,,,,,,
2026-07-08 10:39,50.0,,30.0,25.0,50.0,40.0,35.0,5.0
2026-07-08 12:18,60.0,,40.0,35.0,60.0,40.0,40.0,5.0
2026-07-08 13:53,55.0,,30.0,25.0,55.0,35.0,40.0,5.0
2026-07-08 14:58,35.0,,40.0,30.0,65.0,35.0,30.0,5.0
2026-07-08 16:18,45.0,,30.0,20.0,50.0,40.0,50.0,5.0
2026-07-08 17:33,45.0,,20.0,15.0,50.0,30.0,35.0,5.0
2026-07-08 18:35,30.0,,40.0,30.0,,40.0,50.0,5.0
2026-07-08 19:40,35.0,,25.0,55.0,,35.0,45.0,5.0
