,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-11 01:22,,,,,,,,,,
2026-07-11 03:21,,,,,,,,,,
2026-07-11 07:42,,,,,,,,,,
2026-07-11 08:39,35.0,50.0,45.0,10.0,,5.0,10.0,,,
2026-07-11 10:07,,60.0,30.0,15.0,5.0,15.0,10.0,40.0,5.0,5.0
2026-07-11 11:09,,75.0,35.0,30.0,20.0,20.0,25.0,45.0,5.0,20.0
2026-07-11 12:07,,65.0,40.0,40.0,15.0,25.0,15.0,45.0,5.0,15.0
2026-07-11 13:10,80.0,45.0,40.0,40.0,15.0,5.0,15.0,65.0,5.0,10.0
2026-07-11 14:04,85.0,55.0,45.0,30.0,5.0,10.0,15.0,50.0,5.0,5.0
2026-07-11 15:18,85.0,65.0,90.0,35.0,10.0,10.0,15.0,65.0,5.0,5.0
2026-07-11 16:11,55.0,70.0,45.0,50.0,10.0,5.0,15.0,55.0,5.0,5.0
2026-07-11 17:02,80.0,55.0,50.0,45.0,5.0,5.0,15.0,,5.0,5.0
2026-07-11 17:57,80.0,,40.0,30.0,10.0,10.0,15.0,,5.0,5.0
2026-07-11 18:42,65.0,95.0,50.0,30.0,5.0,5.0,15.0,65.0,5.0,5.0
2026-07-11 19:35,105.0,105.0,50.0,20.0,5.0,5.0,15.0,55.0,5.0,5.0
2026-07-11 21:08,,,,,,,,,,
2026-07-11 22:23,,,,,,,,,,
