,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-07-11 01:22,,,,,,,,,,,,,,,,,,,,
2026-07-11 03:21,,,,,,,,,,,,,,,,,,,,
2026-07-11 07:42,,,,,,,,,,,,,,,,,,,,
2026-07-11 08:39,,45.0,,,35.0,,15.0,5.0,5.0,,5.0,,,,5.0,,5.0,5.0,,
2026-07-11 10:07,35.0,35.0,20.0,10.0,25.0,15.0,30.0,5.0,5.0,,5.0,5.0,5.0,15.0,25.0,5.0,5.0,10.0,,
2026-07-11 11:09,55.0,40.0,35.0,35.0,35.0,25.0,30.0,5.0,10.0,20.0,5.0,5.0,5.0,15.0,30.0,15.0,5.0,5.0,,
2026-07-11 12:07,65.0,40.0,30.0,35.0,35.0,35.0,55.0,10.0,5.0,20.0,5.0,5.0,5.0,15.0,25.0,15.0,15.0,10.0,,
2026-07-11 13:10,45.0,50.0,45.0,45.0,40.0,45.0,35.0,5.0,5.0,20.0,10.0,5.0,10.0,15.0,25.0,15.0,20.0,15.0,,
2026-07-11 14:04,55.0,30.0,35.0,25.0,50.0,45.0,35.0,10.0,5.0,20.0,10.0,5.0,5.0,15.0,30.0,25.0,5.0,20.0,,
2026-07-11 15:18,60.0,35.0,30.0,45.0,35.0,35.0,25.0,5.0,5.0,15.0,10.0,5.0,5.0,15.0,20.0,10.0,5.0,10.0,,
