,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-14 01:08,,,,,,,,,,
2026-07-14 03:18,,,,,,,,,,
2026-07-14 08:04,,,,,,,,,,
2026-07-14 10:06,50.0,80.0,40.0,5.0,15.0,15.0,15.0,,5.0,5.0
2026-07-14 11:39,75.0,70.0,35.0,45.0,20.0,35.0,15.0,40.0,5.0,30.0
2026-07-14 12:49,105.0,70.0,45.0,25.0,15.0,10.0,15.0,60.0,5.0,5.0
2026-07-14 13:50,75.0,,45.0,25.0,5.0,5.0,15.0,55.0,10.0,10.0
2026-07-14 14:52,60.0,65.0,55.0,35.0,20.0,15.0,15.0,55.0,10.0,
2026-07-14 16:00,75.0,60.0,45.0,25.0,5.0,10.0,15.0,60.0,10.0,10.0
2026-07-14 17:03,75.0,80.0,55.0,35.0,15.0,5.0,20.0,50.0,10.0,5.0
