,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-07-14 01:08,,,,,,,,
2026-07-14 03:18,,,,,,,,
2026-07-14 08:04,,,,,,,,
2026-07-14 10:06,60.0,,45.0,30.0,,35.0,45.0,5.0
2026-07-14 11:39,55.0,,90.0,45.0,,55.0,45.0,15.0
2026-07-14 12:49,60.0,,50.0,55.0,105.0,70.0,35.0,10.0
2026-07-14 13:50,50.0,,55.0,35.0,70.0,30.0,60.0,5.0
2026-07-14 14:52,50.0,,30.0,40.0,85.0,45.0,40.0,5.0
2026-07-14 16:00,30.0,,35.0,30.0,60.0,35.0,40.0,5.0
2026-07-14 17:03,30.0,,40.0,30.0,65.0,30.0,35.0,5.0
2026-07-14 18:06,35.0,,45.0,15.0,,35.0,30.0,5.0
