,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-07-13 01:51,,,,,,,,,,,,,,,,,,,,
2026-07-13 04:37,,,,,,,,,,,,,,,,,,,,
2026-07-13 09:11,65.0,50.0,15.0,,40.0,,35.0,5.0,5.0,13.0,5.0,5.0,10.0,15.0,20.0,,15.0,5.0,,
2026-07-13 11:50,60.0,65.0,30.0,50.0,35.0,35.0,40.0,15.0,10.0,25.0,15.0,25.0,20.0,10.0,25.0,25.0,10.0,10.0,,
2026-07-13 13:44,60.0,50.0,45.0,65.0,55.0,30.0,50.0,15.0,10.0,30.0,10.0,10.0,10.0,10.0,25.0,35.0,5.0,5.0,,
2026-07-13 15:04,55.0,55.0,35.0,55.0,45.0,20.0,40.0,15.0,5.0,25.0,10.0,10.0,5.0,10.0,,10.0,5.0,20.0,,
2026-07-13 16:21,50.0,,,,45.0,,30.0,,,25.0,15.0,,5.0,15.0,35.0,5.0,,25.0,,
2026-07-13 17:15,75.0,,,,55.0,,50.0,,,30.0,30.0,,20.0,15.0,45.0,30.0,,15.0,,
2026-07-13 18:11,65.0,65.0,,,45.0,,35.0,10.0,5.0,25.0,10.0,,15.0,15.0,40.0,15.0,35.0,35.0,,
2026-07-13 19:10,80.0,55.0,20.0,55.0,50.0,25.0,40.0,5.0,5.0,20.0,5.0,5.0,10.0,15.0,,5.0,10.0,30.0,,
2026-07-13 20:04,90.0,65.0,45.0,50.0,40.0,45.0,35.0,15.0,5.0,25.0,15.0,5.0,5.0,10.0,50.0,15.0,25.0,30.0,,
2026-07-13 22:05,95.0,35.0,10.0,,15.0,20.0,,5.0,5.0,13.0,5.0,5.0,5.0,10.0,15.0,5.0,5.0,5.0,,
