,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-03-31 00:42,,,,,,,,,,
2026-03-31 02:06,,,,,,,,,,
2026-03-31 03:43,,,,,,,,,,
2026-03-31 07:40,,,,,,,,,,
2026-03-31 08:38,65.0,60.0,80.0,10.0,5.0,,15.0,50.0,,5.0
2026-03-31 10:11,,105.0,70.0,75.0,15.0,30.0,15.0,75.0,5.0,20.0
2026-03-31 11:21,110.0,130.0,85.0,90.0,35.0,50.0,35.0,70.0,5.0,50.0
2026-03-31 12:31,105.0,110.0,60.0,75.0,15.0,25.0,25.0,65.0,15.0,25.0
2026-03-31 13:33,105.0,85.0,80.0,65.0,25.0,15.0,25.0,65.0,20.0,30.0
2026-03-31 14:32,105.0,75.0,80.0,60.0,5.0,25.0,20.0,75.0,10.0,5.0
2026-03-31 15:34,120.0,90.0,95.0,105.0,25.0,25.0,15.0,80.0,20.0,15.0
2026-03-31 16:07,95.0,105.0,85.0,95.0,,10.0,15.0,55.0,10.0,20.0
2026-03-31 16:55,110.0,145.0,85.0,105.0,10.0,20.0,15.0,75.0,10.0,20.0
2026-03-31 17:29,95.0,130.0,60.0,70.0,5.0,30.0,30.0,65.0,15.0,20.0
2026-03-31 18:03,95.0,110.0,70.0,55.0,5.0,30.0,15.0,55.0,10.0,20.0
