,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-03-31 00:42,,,,,,,,,,,,,,,,,,,,
2026-03-31 02:06,,,,,,,,,,,,,,,,,,,,
2026-03-31 03:43,,,,,,,,,,,,,,,,,,,,
2026-03-31 07:40,,50.0,,,30.0,,10.0,5.0,5.0,,,,5.0,,20.0,,5.0,5.0,,
2026-03-31 08:38,95.0,70.0,35.0,,60.0,,40.0,10.0,20.0,13.0,,15.0,10.0,10.0,40.0,5.0,20.0,5.0,,
2026-03-31 10:11,85.0,65.0,50.0,70.0,60.0,,60.0,5.0,40.0,20.0,,40.0,20.0,5.0,40.0,40.0,20.0,30.0,10.0,
2026-03-31 11:21,85.0,85.0,55.0,85.0,80.0,,70.0,40.0,45.0,40.0,,40.0,30.0,10.0,55.0,55.0,35.0,45.0,20.0,
2026-03-31 12:31,85.0,70.0,55.0,70.0,65.0,,55.0,30.0,25.0,55.0,,35.0,20.0,10.0,40.0,40.0,40.0,30.0,15.0,
2026-03-31 13:33,70.0,80.0,55.0,80.0,60.0,,65.0,45.0,40.0,40.0,,25.0,25.0,15.0,55.0,45.0,35.0,55.0,15.0,
2026-03-31 14:32,80.0,85.0,60.0,70.0,65.0,,60.0,35.0,35.0,50.0,,40.0,20.0,20.0,45.0,35.0,25.0,40.0,15.0,
2026-03-31 15:34,90.0,70.0,50.0,85.0,70.0,,65.0,40.0,20.0,30.0,,20.0,20.0,20.0,45.0,25.0,25.0,30.0,10.0,
2026-03-31 16:07,75.0,75.0,70.0,90.0,65.0,,60.0,35.0,25.0,50.0,,40.0,25.0,10.0,50.0,35.0,30.0,40.0,10.0,
2026-03-31 16:55,75.0,75.0,70.0,65.0,65.0,,55.0,35.0,30.0,45.0,,35.0,15.0,10.0,50.0,20.0,25.0,25.0,15.0,
