,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-26 00:20,,,,,,,,,,,,,,,,,,,,
2026-08-26 01:00,,,,,,,,,,,,,,,,,,,,
2026-08-26 01:40,,,,,,,,,,,,,,,,,,,,
2026-08-26 02:04,,,,,,,,,,,,,,,,,,,,
2026-08-26 03:04,,,,,,,,,,,,,,,,,,,,
2026-08-26 07:18,,,,,,,,,,,,,,,,,,,,
2026-08-26 07:48,,,,,,,,,,,,,,,,,,,,
2026-08-26 08:17,,,,,,,,,,,,,,,,,,,,
2026-08-26 09:19,50.0,45.0,15.0,10.0,30.0,,5.0,10.0,10.0,13.0,,5.0,10.0,15.0,25.0,5.0,15.0,5.0,,
2026-08-26 10:06,60.0,30.0,35.0,10.0,30.0,,30.0,5.0,10.0,15.0,,10.0,5.0,15.0,20.0,10.0,10.0,5.0,,
2026-08-26 10:57,35.0,40.0,60.0,25.0,25.0,,45.0,10.0,10.0,20.0,5.0,20.0,5.0,15.0,30.0,,20.0,5.0,,
2026-08-26 12:12,60.0,45.0,25.0,30.0,,45.0,35.0,20.0,10.0,30.0,15.0,10.0,5.0,10.0,40.0,20.0,20.0,5.0,,
2026-08-26 12:58,55.0,40.0,35.0,70.0,55.0,35.0,35.0,20.0,5.0,,15.0,10.0,15.0,10.0,25.0,5.0,15.0,10.0,,
2026-08-26 14:56,50.0,45.0,30.0,50.0,40.0,30.0,10.0,10.0,5.0,20.0,10.0,5.0,5.0,15.0,,10.0,5.0,5.0,,
2026-08-26 17:28,60.0,,,,50.0,,30.0,,5.0,30.0,15.0,,0.0,10.0,45.0,5.0,,20.0,,
