,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-08-26 00:20,,,,,,,,
2026-08-26 01:00,,,,,,,,
2026-08-26 01:40,,,,,,,,
2026-08-26 02:04,,,,,,,,
2026-08-26 03:04,,,,,,,,
2026-08-26 07:18,,,,,,,,
2026-08-26 07:48,,,,,,,,
2026-08-26 08:17,,,,,,,,
2026-08-26 09:19,35.0,,25.0,10.0,65.0,15.0,30.0,5.0
2026-08-26 10:06,50.0,,55.0,35.0,60.0,35.0,30.0,5.0
2026-08-26 10:57,40.0,,35.0,30.0,60.0,40.0,45.0,5.0
2026-08-26 12:12,40.0,,25.0,30.0,70.0,35.0,35.0,5.0
2026-08-26 12:58,45.0,,30.0,20.0,55.0,40.0,30.0,5.0
2026-08-26 14:56,40.0,,40.0,20.0,50.0,,40.0,5.0
