,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-08-25 00:05,,,,,,,,
2026-08-25 00:49,,,,,,,,
2026-08-25 01:19,,,,,,,,
2026-08-25 01:52,,,,,,,,
2026-08-25 02:22,,,,,,,,
2026-08-25 03:14,,,,,,,,
2026-08-25 07:16,,,,,,,,
2026-08-25 07:45,,,,,,,,
2026-08-25 08:03,,,,,,,,
2026-08-25 09:03,,,20.0,20.0,110.0,,25.0,5.0
2026-08-25 09:56,55.0,,35.0,20.0,70.0,35.0,25.0,5.0
2026-08-25 10:34,55.0,,30.0,40.0,70.0,40.0,45.0,5.0
2026-08-25 11:24,50.0,,30.0,30.0,70.0,40.0,35.0,5.0
2026-08-25 12:04,50.0,,30.0,20.0,85.0,40.0,55.0,5.0
2026-08-25 12:48,45.0,,35.0,50.0,80.0,50.0,90.0,10.0
2026-08-25 13:16,50.0,,25.0,40.0,70.0,40.0,65.0,5.0
2026-08-25 13:46,50.0,,13.0,20.0,65.0,35.0,70.0,5.0
2026-08-25 14:13,50.0,,25.0,30.0,65.0,40.0,80.0,5.0
2026-08-25 14:56,45.0,,30.0,45.0,60.0,40.0,55.0,5.0
2026-08-25 15:23,45.0,,30.0,35.0,60.0,30.0,55.0,5.0
2026-08-25 15:50,30.0,,35.0,30.0,80.0,30.0,,5.0
2026-08-25 16:10,50.0,,20.0,20.0,70.0,40.0,30.0,5.0
2026-08-25 16:42,40.0,,35.0,15.0,75.0,35.0,65.0,5.0
2026-08-25 17:01,40.0,,50.0,20.0,90.0,40.0,40.0,5.0
2026-08-25 17:34,40.0,,50.0,15.0,75.0,45.0,40.0,5.0
2026-08-25 17:55,35.0,,70.0,20.0,60.0,45.0,50.0,5.0
2026-08-25 18:14,55.0,,70.0,20.0,75.0,60.0,45.0,5.0
2026-08-25 18:45,55.0,,65.0,20.0,75.0,,50.0,5.0
2026-08-25 19:03,55.0,,65.0,30.0,75.0,,50.0,5.0
2026-08-25 19:31,40.0,,120.0,20.0,70.0,,65.0,5.0
2026-08-25 19:50,55.0,,120.0,20.0,60.0,20.0,65.0,5.0
2026-08-25 20:24,45.0,,30.0,20.0,65.0,30.0,30.0,5.0
2026-08-25 21:02,20.0,,50.0,20.0,55.0,25.0,25.0,5.0
2026-08-25 22:36,,,,,,,,
2026-08-25 23:36,,,,,,,,
