,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-05-08 01:17,,,,,,,,,,
2026-05-08 03:00,,,,,,,,,,
2026-05-08 08:04,,,,,,,,,,
2026-05-08 10:10,70.0,60.0,,60.0,5.0,20.0,15.0,50.0,5.0,10.0
2026-05-08 11:49,70.0,70.0,40.0,30.0,25.0,25.0,15.0,60.0,5.0,30.0
2026-05-08 12:57,70.0,70.0,55.0,35.0,25.0,15.0,15.0,50.0,5.0,10.0
2026-05-08 14:06,50.0,65.0,65.0,25.0,15.0,15.0,15.0,45.0,5.0,5.0
2026-05-08 15:42,60.0,85.0,50.0,25.0,10.0,10.0,15.0,55.0,5.0,5.0
2026-05-08 16:38,60.0,90.0,45.0,25.0,5.0,10.0,15.0,55.0,10.0,5.0
2026-05-08 17:37,,90.0,55.0,25.0,5.0,15.0,15.0,65.0,5.0,5.0
