,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-16 01:20,,,,,,,,,,
2026-07-16 03:33,,,,,,,,,,
2026-07-16 08:13,,,,,,,,,,
2026-07-16 10:21,50.0,65.0,45.0,25.0,10.0,25.0,15.0,25.0,5.0,5.0
2026-07-16 11:50,95.0,60.0,45.0,30.0,25.0,20.0,15.0,45.0,5.0,20.0
2026-07-16 12:55,75.0,65.0,45.0,50.0,25.0,5.0,15.0,50.0,5.0,30.0
2026-07-16 13:58,75.0,65.0,45.0,25.0,15.0,15.0,15.0,55.0,5.0,15.0
2026-07-16 15:06,65.0,50.0,,45.0,15.0,15.0,15.0,45.0,5.0,10.0
2026-07-16 16:08,55.0,80.0,65.0,35.0,10.0,15.0,15.0,55.0,5.0,10.0
2026-07-16 17:12,75.0,105.0,65.0,30.0,10.0,10.0,15.0,55.0,5.0,5.0
2026-07-16 18:13,45.0,60.0,45.0,35.0,10.0,20.0,15.0,40.0,5.0,5.0
2026-07-16 19:10,75.0,85.0,40.0,35.0,5.0,10.0,15.0,50.0,10.0,5.0
2026-07-16 20:10,65.0,95.0,30.0,30.0,5.0,,15.0,45.0,5.0,5.0
