,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-07-16 01:20,,,,,,,,,,,,,,,,,,,,
2026-07-16 03:33,,,,,,,,,,,,,,,,,,,,
2026-07-16 08:13,,,,,,,,,,,,,,,,,,,,
2026-07-16 10:21,55.0,40.0,25.0,50.0,40.0,25.0,25.0,5.0,5.0,13.0,10.0,5.0,15.0,15.0,35.0,10.0,25.0,5.0,,
2026-07-16 11:50,70.0,60.0,25.0,40.0,45.0,30.0,50.0,20.0,10.0,20.0,15.0,25.0,15.0,15.0,,20.0,25.0,20.0,,
2026-07-16 12:55,65.0,50.0,55.0,55.0,45.0,40.0,45.0,40.0,30.0,20.0,25.0,15.0,15.0,15.0,30.0,35.0,35.0,20.0,,
2026-07-16 13:58,65.0,65.0,45.0,45.0,40.0,30.0,40.0,15.0,10.0,25.0,25.0,10.0,10.0,15.0,40.0,20.0,20.0,20.0,,
2026-07-16 15:06,70.0,50.0,,45.0,40.0,30.0,30.0,20.0,10.0,15.0,15.0,10.0,5.0,15.0,30.0,25.0,40.0,35.0,,
2026-07-16 16:08,75.0,50.0,15.0,,55.0,30.0,35.0,5.0,5.0,35.0,40.0,10.0,15.0,10.0,35.0,50.0,35.0,25.0,,
2026-07-16 17:12,65.0,60.0,40.0,65.0,40.0,30.0,20.0,25.0,15.0,,20.0,15.0,5.0,15.0,35.0,25.0,25.0,30.0,,
2026-07-16 18:13,75.0,55.0,55.0,65.0,45.0,35.0,40.0,20.0,20.0,25.0,20.0,15.0,10.0,15.0,35.0,15.0,20.0,10.0,,
2026-07-16 19:10,70.0,50.0,40.0,60.0,35.0,40.0,45.0,30.0,25.0,30.0,15.0,15.0,10.0,15.0,20.0,25.0,20.0,20.0,,
2026-07-16 20:10,85.0,70.0,45.0,45.0,50.0,45.0,45.0,30.0,25.0,30.0,15.0,20.0,10.0,15.0,30.0,15.0,25.0,15.0,,
2026-07-16 22:18,60.0,30.0,10.0,15.0,20.0,10.0,10.0,5.0,5.0,13.0,5.0,5.0,5.0,15.0,5.0,5.0,5.0,5.0,,
