,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-08 00:16,,,,,,,,,,,,,,,,,,,,
2026-08-08 01:10,,,,,,,,,,,,,,,,,,,,
2026-08-08 01:55,,,,,,,,,,,,,,,,,,,,
2026-08-08 02:44,,,,,,,,,,,,,,,,,,,,
2026-08-08 03:35,,,,,,,,,,,,,,,,,,,,
2026-08-08 07:19,,,,,,,,,,,,,,,,,,,,
2026-08-08 07:47,,,,,20.0,,10.0,5.0,5.0,,5.0,,5.0,,5.0,,5.0,5.0,,
2026-08-08 08:15,30.0,50.0,10.0,5.0,20.0,10.0,15.0,5.0,5.0,13.0,5.0,5.0,5.0,15.0,10.0,5.0,10.0,5.0,,
2026-08-08 09:12,50.0,35.0,15.0,5.0,25.0,10.0,10.0,5.0,5.0,13.0,5.0,5.0,5.0,15.0,20.0,5.0,10.0,5.0,,
2026-08-08 09:55,45.0,45.0,35.0,15.0,25.0,20.0,30.0,5.0,5.0,13.0,5.0,5.0,5.0,15.0,30.0,5.0,15.0,5.0,,
2026-08-08 10:21,55.0,30.0,25.0,30.0,35.0,25.0,30.0,5.0,5.0,15.0,10.0,5.0,5.0,15.0,25.0,5.0,15.0,5.0,,
2026-08-08 10:53,60.0,45.0,35.0,35.0,45.0,25.0,45.0,5.0,5.0,25.0,10.0,15.0,5.0,10.0,25.0,5.0,20.0,5.0,,
2026-08-08 11:14,65.0,50.0,30.0,30.0,35.0,15.0,,10.0,5.0,20.0,10.0,5.0,5.0,15.0,30.0,20.0,15.0,20.0,,
2026-08-08 11:46,,50.0,50.0,50.0,60.0,40.0,,20.0,5.0,35.0,20.0,15.0,10.0,10.0,30.0,25.0,25.0,10.0,,
2026-08-08 12:04,30.0,60.0,45.0,50.0,40.0,40.0,,10.0,10.0,25.0,20.0,15.0,10.0,10.0,35.0,35.0,35.0,10.0,,
