,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-14 01:06,,,,,,,,,,,,,,,,,,,,
2026-04-14 02:58,,,,,,,,,,,,,,,,,,,,
2026-04-14 07:51,,,,,,,,,,,,,,,,,,,,
2026-04-14 08:51,,55.0,,,50.0,,5.0,5.0,,,,,5.0,,35.0,,10.0,5.0,,
2026-04-14 10:29,50.0,60.0,45.0,10.0,40.0,,35.0,10.0,,25.0,,20.0,15.0,10.0,35.0,20.0,15.0,30.0,10.0,
2026-04-14 11:49,55.0,50.0,50.0,25.0,45.0,,45.0,,30.0,35.0,25.0,30.0,20.0,10.0,40.0,25.0,20.0,35.0,10.0,
2026-04-14 12:49,50.0,65.0,40.0,40.0,50.0,,50.0,15.0,20.0,25.0,20.0,30.0,20.0,15.0,30.0,30.0,10.0,25.0,10.0,
2026-04-14 13:54,50.0,65.0,45.0,35.0,40.0,,20.0,20.0,25.0,25.0,25.0,20.0,15.0,10.0,,30.0,10.0,25.0,10.0,
2026-04-14 14:54,35.0,45.0,50.0,40.0,40.0,,25.0,15.0,25.0,25.0,20.0,15.0,10.0,10.0,,20.0,5.0,30.0,10.0,
2026-04-14 15:57,45.0,55.0,45.0,40.0,55.0,,25.0,15.0,10.0,50.0,35.0,20.0,15.0,10.0,40.0,20.0,10.0,25.0,10.0,
2026-04-14 16:50,60.0,60.0,55.0,40.0,45.0,,40.0,25.0,15.0,,25.0,20.0,10.0,15.0,45.0,40.0,5.0,15.0,10.0,
2026-04-14 17:38,50.0,60.0,55.0,35.0,45.0,,35.0,15.0,20.0,50.0,20.0,15.0,5.0,10.0,40.0,25.0,5.0,35.0,10.0,
2026-04-14 18:26,65.0,65.0,30.0,30.0,30.0,,20.0,25.0,15.0,40.0,20.0,15.0,10.0,10.0,35.0,25.0,5.0,15.0,10.0,
2026-04-14 19:09,55.0,50.0,45.0,40.0,35.0,,20.0,25.0,10.0,30.0,10.0,15.0,10.0,10.0,35.0,25.0,10.0,5.0,10.0,
2026-04-14 19:56,60.0,45.0,35.0,25.0,40.0,,20.0,20.0,15.0,15.0,10.0,15.0,5.0,10.0,30.0,15.0,10.0,5.0,10.0,
