,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-14 01:06,,,,,,,,,,
2026-04-14 02:58,,,,,,,,,,
2026-04-14 07:51,,,,,,,,,,
2026-04-14 08:51,30.0,45.0,55.0,10.0,,5.0,15.0,30.0,,5.0
2026-04-14 10:29,50.0,50.0,50.0,10.0,15.0,20.0,25.0,50.0,5.0,10.0
2026-04-14 11:49,70.0,65.0,30.0,30.0,30.0,20.0,15.0,65.0,5.0,65.0
2026-04-14 12:49,45.0,30.0,45.0,40.0,15.0,15.0,15.0,50.0,10.0,10.0
2026-04-14 13:54,55.0,55.0,45.0,40.0,25.0,10.0,15.0,45.0,5.0,5.0
2026-04-14 14:54,75.0,40.0,45.0,40.0,15.0,15.0,15.0,45.0,5.0,10.0
2026-04-14 15:57,65.0,55.0,65.0,30.0,15.0,10.0,15.0,50.0,10.0,5.0
2026-04-14 16:50,65.0,65.0,60.0,35.0,5.0,10.0,15.0,60.0,10.0,10.0
2026-04-14 17:38,50.0,65.0,50.0,20.0,10.0,5.0,15.0,50.0,5.0,5.0
2026-04-14 18:26,,65.0,40.0,20.0,5.0,5.0,15.0,50.0,5.0,5.0
2026-04-14 19:09,60.0,85.0,45.0,25.0,5.0,10.0,15.0,40.0,5.0,5.0
2026-04-14 19:56,55.0,55.0,50.0,30.0,5.0,5.0,15.0,50.0,5.0,5.0
