,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-11 00:25,,,,,,,,,,
2026-04-11 01:44,,,,,,,,,,
2026-04-11 02:42,,,,,,,,,,
2026-04-11 03:38,,,,,,,,,,
2026-04-11 07:21,,,,,,,,,,
2026-04-11 07:49,,,,,,,,,,
2026-04-11 08:24,,,,,,,,,,
2026-04-11 09:33,75.0,120.0,30.0,25.0,5.0,10.0,15.0,55.0,5.0,5.0
2026-04-11 10:08,75.0,110.0,50.0,15.0,10.0,25.0,15.0,45.0,5.0,15.0
2026-04-11 10:52,,90.0,50.0,40.0,30.0,35.0,25.0,65.0,5.0,40.0
2026-04-11 11:20,105.0,95.0,50.0,40.0,25.0,30.0,25.0,65.0,5.0,20.0
2026-04-11 11:50,110.0,95.0,50.0,40.0,25.0,30.0,25.0,65.0,5.0,20.0
2026-04-11 12:18,110.0,90.0,40.0,60.0,25.0,30.0,25.0,65.0,10.0,30.0
2026-04-11 12:57,75.0,95.0,65.0,50.0,25.0,20.0,15.0,,15.0,45.0
2026-04-11 13:27,60.0,95.0,60.0,45.0,20.0,20.0,15.0,45.0,25.0,30.0
