,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-03-26 00:39,30.0,10.0,,,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0,10.0,10.0,5.0,5.0,5.0,,
2026-03-26 02:02,,,,,,,,,,,,,,,,,,,,
2026-03-26 03:23,,,,,,,,,,,,,,,,,,,,
2026-03-26 07:41,,,,,,,,,,,,,,,,,,,,
2026-03-26 08:40,,30.0,,,50.0,,20.0,5.0,5.0,,,,5.0,,30.0,,5.0,0.0,,
2026-03-26 10:09,70.0,50.0,45.0,,40.0,,45.0,20.0,25.0,25.0,,35.0,10.0,15.0,35.0,20.0,25.0,15.0,10.0,
2026-03-26 11:37,75.0,70.0,60.0,50.0,50.0,,50.0,30.0,30.0,30.0,,25.0,20.0,10.0,40.0,,25.0,30.0,10.0,
2026-03-26 12:43,65.0,55.0,75.0,70.0,65.0,,55.0,20.0,25.0,35.0,,20.0,15.0,10.0,60.0,,30.0,25.0,10.0,
2026-03-26 13:42,75.0,60.0,60.0,60.0,60.0,,55.0,30.0,40.0,40.0,,30.0,20.0,10.0,45.0,40.0,25.0,40.0,15.0,
2026-03-26 14:39,75.0,55.0,50.0,75.0,55.0,,40.0,20.0,20.0,40.0,,25.0,25.0,10.0,45.0,50.0,20.0,20.0,15.0,
2026-03-26 15:40,70.0,55.0,50.0,75.0,45.0,,45.0,25.0,25.0,35.0,,10.0,20.0,10.0,45.0,35.0,15.0,25.0,10.0,
2026-03-26 16:04,65.0,75.0,60.0,60.0,50.0,,40.0,20.0,30.0,35.0,,30.0,20.0,10.0,60.0,40.0,20.0,35.0,10.0,
2026-03-26 16:47,80.0,75.0,55.0,80.0,50.0,,45.0,20.0,20.0,35.0,,10.0,15.0,10.0,40.0,35.0,20.0,40.0,10.0,
2026-03-26 17:17,85.0,70.0,50.0,65.0,55.0,,55.0,35.0,30.0,40.0,,25.0,25.0,10.0,55.0,45.0,10.0,25.0,10.0,
2026-03-26 17:47,105.0,70.0,45.0,65.0,55.0,,45.0,30.0,35.0,40.0,,20.0,25.0,10.0,30.0,30.0,25.0,25.0,10.0,
2026-03-26 18:01,85.0,60.0,55.0,65.0,60.0,,35.0,30.0,35.0,35.0,,20.0,25.0,10.0,50.0,30.0,25.0,15.0,10.0,
