,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-08-16 00:06,,,,,,,,,,
2026-08-16 00:46,,,,,,,,,,
2026-08-16 01:13,,,,,,,,,,
2026-08-16 01:44,,,,,,,,,,
2026-08-16 02:02,,,,,,,,,,
2026-08-16 02:53,,,,,,,,,,
2026-08-16 03:23,,,,,,,,,,
2026-08-16 07:10,,,,,,,,,,
2026-08-16 07:31,,,,,,,,,,
2026-08-16 07:47,,,,,,,,,,
2026-08-16 07:59,,,,,,,,,,
2026-08-16 08:38,,60.0,,5.0,,,,20.0,,5.0
2026-08-16 09:16,80.0,75.0,45.0,15.0,5.0,,15.0,45.0,5.0,5.0
2026-08-16 09:45,55.0,70.0,35.0,15.0,5.0,,15.0,50.0,5.0,5.0
2026-08-16 10:00,55.0,65.0,25.0,15.0,5.0,,15.0,45.0,5.0,5.0
2026-08-16 10:25,60.0,60.0,30.0,15.0,20.0,5.0,15.0,40.0,5.0,5.0
2026-08-16 10:45,55.0,55.0,45.0,20.0,10.0,20.0,15.0,35.0,5.0,5.0
2026-08-16 10:59,65.0,65.0,45.0,25.0,15.0,20.0,15.0,45.0,5.0,30.0
2026-08-16 11:21,75.0,85.0,40.0,45.0,20.0,30.0,15.0,50.0,5.0,10.0
