,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-03-27 00:40,,,,,,,,,,
2026-03-27 02:02,,,,,,,,,,
2026-03-27 03:22,,,,,,,,,,
2026-03-27 07:34,,,,,,,,,,
2026-03-27 08:07,,,,,,,,,,
2026-03-27 09:39,75.0,85.0,35.0,20.0,5.0,20.0,15.0,50.0,5.0,
2026-03-27 10:34,70.0,80.0,50.0,45.0,25.0,25.0,15.0,50.0,5.0,
2026-03-27 11:28,70.0,95.0,60.0,65.0,25.0,30.0,15.0,55.0,5.0,10.0
2026-03-27 12:12,75.0,105.0,55.0,90.0,20.0,30.0,15.0,55.0,10.0,30.0
2026-03-27 13:10,110.0,,75.0,45.0,15.0,25.0,15.0,65.0,5.0,35.0
2026-03-27 14:01,,70.0,50.0,65.0,30.0,25.0,15.0,60.0,20.0,35.0
2026-03-27 15:06,85.0,150.0,65.0,80.0,15.0,15.0,15.0,50.0,20.0,10.0
2026-03-27 15:47,85.0,150.0,60.0,85.0,25.0,25.0,15.0,60.0,15.0,15.0
