,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-03-27 00:40,,,,,,,,,,,,,,,,,,,,
2026-03-27 02:02,,,,,,,,,,,,,,,,,,,,
2026-03-27 03:22,,,,,,,,,,,,,,,,,,,,
2026-03-27 07:34,,25.0,,,5.0,,5.0,5.0,5.0,,,,5.0,,,,5.0,5.0,,
2026-03-27 08:07,30.0,50.0,15.0,,40.0,,5.0,5.0,5.0,13.0,,,5.0,15.0,40.0,,10.0,5.0,,
2026-03-27 09:39,60.0,55.0,30.0,30.0,50.0,,40.0,,20.0,13.0,,5.0,5.0,15.0,35.0,,25.0,5.0,10.0,
2026-03-27 10:34,90.0,65.0,65.0,40.0,45.0,,75.0,20.0,35.0,30.0,,30.0,20.0,10.0,55.0,,25.0,20.0,10.0,
2026-03-27 11:28,75.0,65.0,55.0,45.0,50.0,,55.0,20.0,45.0,40.0,,25.0,25.0,15.0,35.0,45.0,25.0,30.0,10.0,
2026-03-27 12:12,60.0,70.0,35.0,45.0,50.0,,60.0,20.0,35.0,30.0,,25.0,20.0,10.0,30.0,35.0,10.0,15.0,10.0,
2026-03-27 13:10,85.0,65.0,55.0,55.0,40.0,,60.0,20.0,15.0,30.0,,30.0,15.0,10.0,35.0,35.0,25.0,20.0,10.0,
2026-03-27 14:01,65.0,50.0,45.0,65.0,40.0,,,30.0,35.0,35.0,,30.0,25.0,10.0,45.0,40.0,5.0,30.0,10.0,
2026-03-27 15:06,70.0,65.0,50.0,65.0,50.0,,20.0,25.0,35.0,30.0,,15.0,10.0,10.0,40.0,35.0,5.0,20.0,10.0,
2026-03-27 15:47,70.0,65.0,55.0,65.0,45.0,,70.0,15.0,45.0,40.0,,30.0,5.0,15.0,60.0,40.0,10.0,30.0,10.0,
2026-03-27 16:19,75.0,65.0,60.0,45.0,50.0,,45.0,30.0,20.0,20.0,,35.0,20.0,10.0,45.0,40.0,15.0,40.0,10.0,
2026-03-27 16:58,95.0,65.0,55.0,65.0,60.0,,55.0,15.0,20.0,25.0,,15.0,20.0,10.0,50.0,40.0,5.0,25.0,10.0,
2026-03-27 17:33,85.0,65.0,35.0,65.0,50.0,,50.0,25.0,25.0,25.0,,15.0,5.0,10.0,40.0,35.0,10.0,20.0,10.0,
2026-03-27 17:59,75.0,65.0,40.0,65.0,50.0,,55.0,25.0,30.0,25.0,,20.0,10.0,10.0,40.0,25.0,5.0,30.0,10.0,
2026-03-27 18:35,70.0,65.0,50.0,65.0,40.0,,65.0,,30.0,35.0,,20.0,15.0,10.0,40.0,40.0,20.0,20.0,10.0,
2026-03-27 19:03,80.0,60.0,45.0,50.0,55.0,,45.0,,15.0,25.0,,20.0,15.0,10.0,40.0,25.0,15.0,25.0,10.0,
2026-03-27 19:41,115.0,60.0,45.0,65.0,45.0,,75.0,25.0,30.0,15.0,,20.0,15.0,10.0,50.0,35.0,20.0,25.0,10.0,
