,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-05-23 01:55,,,,,,,,,,
2026-05-23 04:12,,,,,,,,,,
2026-05-23 07:53,,,,,,,,,,
2026-05-23 08:50,20.0,40.0,,5.0,,5.0,15.0,40.0,,5.0
2026-05-23 10:20,55.0,60.0,,30.0,10.0,15.0,15.0,40.0,5.0,5.0
2026-05-23 11:34,65.0,125.0,50.0,30.0,10.0,10.0,15.0,40.0,5.0,20.0
2026-05-23 12:32,65.0,120.0,50.0,25.0,15.0,15.0,15.0,65.0,5.0,10.0
2026-05-23 13:41,70.0,65.0,45.0,15.0,15.0,15.0,15.0,45.0,5.0,5.0
2026-05-23 14:38,80.0,75.0,,15.0,10.0,5.0,15.0,60.0,10.0,10.0
2026-05-23 15:46,60.0,95.0,45.0,15.0,5.0,10.0,15.0,70.0,10.0,10.0
2026-05-23 16:32,60.0,85.0,55.0,15.0,5.0,5.0,15.0,65.0,10.0,10.0
2026-05-23 17:28,65.0,75.0,40.0,15.0,,5.0,15.0,,10.0,5.0
2026-05-23 18:25,80.0,105.0,60.0,15.0,5.0,,15.0,,5.0,5.0
