,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-15 00:52,,,,,,,,,,
2026-04-15 02:26,,,,,,,,,,
2026-04-15 04:12,,,,,,,,,,
2026-04-15 07:48,,,,,,,,,,
2026-04-15 08:47,50.0,,45.0,5.0,,5.0,15.0,25.0,,5.0
2026-04-15 10:17,,,30.0,45.0,20.0,25.0,25.0,50.0,5.0,20.0
2026-04-15 11:39,45.0,65.0,35.0,30.0,30.0,25.0,15.0,35.0,5.0,50.0
2026-04-15 12:40,70.0,60.0,40.0,20.0,20.0,15.0,15.0,45.0,5.0,5.0
2026-04-15 13:45,80.0,65.0,50.0,20.0,20.0,5.0,20.0,,5.0,5.0
2026-04-15 14:48,75.0,80.0,50.0,30.0,15.0,5.0,15.0,45.0,5.0,5.0
