,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-04-15 00:52,,,,,,,,
2026-04-15 02:26,,,,,,,,
2026-04-15 04:12,,,,,,,,
2026-04-15 07:48,,,,,,,,
2026-04-15 08:47,20.0,,13.0,20.0,40.0,20.0,25.0,
2026-04-15 10:17,40.0,,45.0,30.0,50.0,55.0,40.0,5.0
2026-04-15 11:39,50.0,,35.0,30.0,60.0,45.0,35.0,5.0
2026-04-15 12:40,40.0,,40.0,30.0,60.0,40.0,35.0,5.0
2026-04-15 13:45,,,25.0,30.0,50.0,30.0,25.0,5.0
2026-04-15 14:48,,,25.0,35.0,55.0,45.0,40.0,5.0
2026-04-15 15:55,40.0,,20.0,15.0,50.0,30.0,25.0,5.0
2026-04-15 16:37,40.0,,20.0,15.0,50.0,30.0,20.0,5.0
2026-04-15 17:33,50.0,,15.0,15.0,45.0,30.0,35.0,5.0
2026-04-15 18:22,30.0,,30.0,30.0,60.0,25.0,30.0,5.0
2026-04-15 19:04,40.0,,20.0,10.0,45.0,35.0,30.0,5.0
2026-04-15 19:54,20.0,,20.0,10.0,45.0,40.0,25.0,5.0
