,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-07 00:41,,,,,,,,,,,,,,,,,,,,
2026-04-07 02:08,,,,,,,,,,,,,,,,,,,,
2026-04-07 03:48,,,,,,,,,,,,,,,,,,,,
2026-04-07 07:45,,60.0,,,30.0,,10.0,,5.0,,,,,,10.0,,10.0,5.0,,
2026-04-07 08:44,55.0,60.0,30.0,5.0,45.0,,30.0,,15.0,13.0,,5.0,15.0,10.0,40.0,5.0,15.0,5.0,,
2026-04-07 10:15,65.0,60.0,50.0,20.0,50.0,,30.0,25.0,20.0,25.0,,25.0,20.0,10.0,45.0,20.0,15.0,20.0,10.0,40.0
2026-04-07 11:45,55.0,65.0,45.0,30.0,45.0,,55.0,35.0,45.0,40.0,,20.0,25.0,15.0,40.0,30.0,20.0,30.0,20.0,40.0
2026-04-07 12:39,75.0,65.0,35.0,45.0,50.0,,60.0,40.0,15.0,30.0,,35.0,15.0,15.0,45.0,30.0,30.0,25.0,20.0,45.0
2026-04-07 13:37,70.0,60.0,50.0,45.0,65.0,,55.0,25.0,25.0,35.0,,35.0,30.0,15.0,55.0,35.0,25.0,25.0,10.0,40.0
2026-04-07 14:37,75.0,75.0,50.0,30.0,65.0,,50.0,35.0,25.0,45.0,,35.0,25.0,15.0,50.0,40.0,20.0,45.0,10.0,50.0
2026-04-07 15:39,85.0,65.0,65.0,45.0,55.0,,,20.0,15.0,25.0,,25.0,20.0,15.0,60.0,25.0,15.0,20.0,10.0,35.0
2026-04-07 16:22,95.0,75.0,65.0,40.0,65.0,,,45.0,30.0,35.0,,35.0,25.0,10.0,40.0,25.0,20.0,30.0,20.0,40.0
2026-04-07 17:06,75.0,80.0,50.0,45.0,65.0,,,35.0,40.0,25.0,,30.0,25.0,15.0,60.0,30.0,20.0,30.0,10.0,45.0
2026-04-07 17:54,65.0,75.0,50.0,40.0,45.0,,65.0,45.0,25.0,35.0,,25.0,15.0,15.0,45.0,25.0,20.0,20.0,10.0,45.0
