,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-22 01:07,,,,,,,,,,,,,,,,,,,,
2026-04-22 03:03,,,,,,,,,,,,,,,,,,,,
2026-04-22 07:51,,,,,,,,,,,,,,,,,,,,
2026-04-22 08:51,,55.0,,,50.0,,10.0,5.0,5.0,,5.0,,5.0,,30.0,,10.0,5.0,,
2026-04-22 10:25,65.0,45.0,40.0,15.0,45.0,,30.0,5.0,5.0,15.0,5.0,20.0,10.0,15.0,25.0,10.0,20.0,5.0,10.0,
2026-04-22 11:47,65.0,45.0,40.0,45.0,45.0,,45.0,20.0,25.0,30.0,15.0,20.0,5.0,15.0,35.0,30.0,20.0,15.0,10.0,
2026-04-22 12:44,45.0,50.0,45.0,45.0,40.0,,35.0,10.0,10.0,,15.0,25.0,15.0,10.0,30.0,30.0,10.0,20.0,10.0,
2026-04-22 13:42,50.0,55.0,60.0,,45.0,,30.0,15.0,25.0,40.0,20.0,25.0,15.0,10.0,40.0,35.0,20.0,20.0,10.0,
2026-04-22 14:45,50.0,45.0,,,55.0,,30.0,15.0,20.0,35.0,20.0,25.0,10.0,10.0,35.0,30.0,5.0,10.0,10.0,
2026-04-22 15:51,65.0,55.0,50.0,45.0,40.0,,25.0,15.0,10.0,35.0,15.0,15.0,5.0,10.0,30.0,20.0,15.0,10.0,10.0,
2026-04-22 16:39,50.0,60.0,40.0,50.0,35.0,,40.0,20.0,10.0,25.0,25.0,20.0,5.0,10.0,30.0,25.0,5.0,15.0,10.0,
