,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-07-28 01:23,,,,,,,,,,,,,,,,,,,,
2026-07-28 03:57,,,,,,,,,,,,,,,,,,,,
2026-07-28 08:29,,,,,,,,,,,,,,,,,,,,
2026-07-28 10:59,75.0,55.0,45.0,30.0,45.0,30.0,35.0,15.0,15.0,25.0,15.0,20.0,10.0,10.0,35.0,25.0,30.0,5.0,,
2026-07-28 12:39,65.0,55.0,45.0,50.0,50.0,40.0,45.0,25.0,25.0,25.0,15.0,20.0,15.0,15.0,35.0,30.0,20.0,35.0,,
2026-07-28 14:01,70.0,60.0,30.0,65.0,45.0,40.0,50.0,20.0,15.0,20.0,30.0,15.0,10.0,10.0,40.0,25.0,15.0,25.0,,
2026-07-28 15:41,60.0,55.0,45.0,60.0,45.0,15.0,50.0,15.0,5.0,25.0,15.0,5.0,5.0,15.0,35.0,15.0,15.0,15.0,,
2026-07-28 16:47,70.0,65.0,45.0,70.0,50.0,40.0,50.0,15.0,20.0,20.0,20.0,20.0,10.0,15.0,40.0,25.0,15.0,30.0,,
2026-07-28 17:47,70.0,60.0,35.0,70.0,60.0,45.0,40.0,30.0,15.0,35.0,15.0,20.0,10.0,10.0,35.0,30.0,35.0,25.0,,
2026-07-28 18:43,80.0,60.0,40.0,65.0,50.0,40.0,40.0,25.0,10.0,25.0,10.0,15.0,10.0,10.0,40.0,15.0,25.0,25.0,,
2026-07-28 19:40,90.0,60.0,40.0,60.0,55.0,50.0,,15.0,25.0,25.0,15.0,15.0,15.0,5.0,40.0,25.0,25.0,30.0,,
2026-07-28 21:05,115.0,75.0,20.0,40.0,35.0,45.0,,15.0,20.0,15.0,5.0,5.0,10.0,15.0,35.0,15.0,15.0,15.0,,
