,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-07 00:36,,,,,,,,,,,,,,,,,,,,
2026-08-07 01:58,,,,,,,,,,,,,,,,,,,,
2026-08-07 03:24,,,,,,,,,,,,,,,,,,,,
2026-08-07 07:37,,35.0,,,35.0,,,5.0,5.0,,,,5.0,,,,5.0,5.0,,
2026-08-07 08:25,55.0,45.0,5.0,5.0,15.0,20.0,,5.0,5.0,13.0,,5.0,0.0,15.0,15.0,5.0,5.0,5.0,,
2026-08-07 09:45,65.0,45.0,25.0,30.0,35.0,25.0,,5.0,5.0,13.0,,5.0,5.0,15.0,20.0,10.0,10.0,5.0,,
2026-08-07 10:40,55.0,50.0,40.0,45.0,35.0,,,5.0,5.0,25.0,,10.0,15.0,15.0,40.0,20.0,25.0,10.0,,
2026-08-07 11:33,65.0,65.0,30.0,40.0,40.0,30.0,,20.0,15.0,20.0,,20.0,10.0,15.0,40.0,15.0,25.0,10.0,,
2026-08-07 12:26,65.0,50.0,35.0,45.0,45.0,55.0,,15.0,5.0,30.0,35.0,10.0,5.0,15.0,30.0,20.0,30.0,15.0,,
2026-08-07 13:13,65.0,55.0,35.0,45.0,40.0,35.0,,15.0,5.0,25.0,25.0,10.0,5.0,15.0,25.0,15.0,10.0,5.0,,
2026-08-07 14:01,75.0,45.0,35.0,20.0,40.0,25.0,,10.0,5.0,30.0,20.0,5.0,5.0,10.0,25.0,15.0,25.0,10.0,,
2026-08-07 15:03,70.0,,35.0,30.0,50.0,40.0,,20.0,10.0,30.0,35.0,10.0,10.0,10.0,30.0,10.0,35.0,15.0,,
2026-08-07 15:54,75.0,50.0,30.0,40.0,40.0,35.0,,25.0,10.0,30.0,10.0,10.0,10.0,10.0,15.0,5.0,10.0,5.0,,
2026-08-07 16:25,75.0,55.0,35.0,40.0,30.0,35.0,,,5.0,20.0,15.0,10.0,5.0,10.0,15.0,15.0,15.0,5.0,,
2026-08-07 17:06,60.0,60.0,30.0,40.0,45.0,25.0,,,5.0,25.0,5.0,5.0,5.0,10.0,20.0,20.0,15.0,5.0,,
2026-08-07 17:51,60.0,60.0,25.0,35.0,35.0,40.0,,15.0,5.0,20.0,5.0,10.0,5.0,10.0,40.0,20.0,15.0,25.0,,
2026-08-07 18:20,,,,,,,,,,,,,,,,,,,,
