,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-05-14 02:12,,,,,,,,,,,,,,,,,,,,
2026-05-14 04:50,,,,,,,,,,,,,,,,,,,,
2026-05-14 08:21,,,,,,,,,,,,,,,,,,,,
2026-05-14 10:47,60.0,50.0,40.0,45.0,50.0,35.0,45.0,15.0,25.0,20.0,10.0,20.0,5.0,15.0,30.0,25.0,30.0,5.0,10.0,
2026-05-14 12:34,65.0,65.0,45.0,50.0,40.0,,55.0,25.0,25.0,40.0,30.0,20.0,15.0,10.0,30.0,40.0,25.0,20.0,10.0,
2026-05-14 14:18,55.0,60.0,40.0,55.0,45.0,,35.0,25.0,25.0,45.0,30.0,15.0,10.0,10.0,35.0,35.0,15.0,25.0,10.0,
2026-05-14 16:04,80.0,70.0,75.0,65.0,60.0,,,20.0,15.0,40.0,20.0,20.0,15.0,15.0,40.0,30.0,25.0,40.0,,
2026-05-14 17:18,55.0,75.0,30.0,80.0,50.0,55.0,,25.0,25.0,40.0,20.0,25.0,15.0,10.0,,30.0,20.0,30.0,10.0,
2026-05-14 18:32,65.0,45.0,55.0,60.0,55.0,55.0,40.0,35.0,10.0,40.0,20.0,20.0,5.0,10.0,35.0,30.0,10.0,20.0,10.0,
2026-05-14 19:30,70.0,65.0,40.0,45.0,40.0,60.0,35.0,10.0,30.0,35.0,10.0,15.0,10.0,10.0,35.0,20.0,10.0,20.0,10.0,
2026-05-14 21:21,75.0,35.0,10.0,15.0,35.0,45.0,5.0,5.0,5.0,13.0,5.0,5.0,5.0,10.0,15.0,15.0,15.0,5.0,,
