,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-08-01 01:40,,,,,,,,,,
2026-08-01 03:50,,,,,,,,,,
2026-08-01 07:54,,,,,,,,,,
2026-08-01 08:48,30.0,50.0,45.0,10.0,,5.0,15.0,15.0,,5.0
2026-08-01 10:16,,70.0,35.0,20.0,15.0,20.0,20.0,40.0,5.0,5.0
2026-08-01 11:28,,90.0,35.0,50.0,20.0,25.0,40.0,45.0,5.0,10.0
2026-08-01 12:28,,85.0,45.0,60.0,15.0,25.0,25.0,65.0,5.0,15.0
2026-08-01 13:29,,95.0,60.0,40.0,15.0,15.0,15.0,75.0,15.0,5.0
2026-08-01 14:28,,65.0,40.0,40.0,25.0,10.0,15.0,50.0,10.0,5.0
2026-08-01 15:42,,70.0,60.0,30.0,10.0,15.0,15.0,55.0,15.0,5.0
2026-08-01 16:31,,95.0,65.0,50.0,15.0,,15.0,,15.0,5.0
2026-08-01 17:26,,80.0,70.0,40.0,25.0,,15.0,45.0,5.0,5.0
2026-08-01 18:25,,80.0,45.0,30.0,5.0,,15.0,55.0,10.0,5.0
2026-08-01 19:25,,110.0,50.0,25.0,5.0,10.0,15.0,75.0,5.0,5.0
