,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-01 01:40,,,,,,,,,,,,,,,,,,,,
2026-08-01 03:50,,,,,,,,,,,,,,,,,,,,
2026-08-01 07:54,,,,,,,,,,,,,,,,,,,,
2026-08-01 08:48,,35.0,,,35.0,,20.0,5.0,5.0,,5.0,,5.0,,15.0,,10.0,5.0,,
2026-08-01 10:16,60.0,45.0,25.0,25.0,40.0,30.0,25.0,10.0,5.0,,5.0,5.0,0.0,15.0,15.0,5.0,10.0,5.0,,
2026-08-01 11:28,60.0,55.0,40.0,40.0,45.0,40.0,45.0,15.0,10.0,,10.0,10.0,5.0,15.0,,20.0,10.0,5.0,,
2026-08-01 12:28,55.0,45.0,40.0,45.0,65.0,35.0,35.0,10.0,10.0,,5.0,10.0,10.0,15.0,45.0,20.0,10.0,5.0,,
2026-08-01 13:29,60.0,,,,55.0,,20.0,,,,35.0,,15.0,15.0,50.0,25.0,,20.0,,
2026-08-01 14:28,65.0,60.0,45.0,,50.0,35.0,45.0,10.0,10.0,,,15.0,15.0,15.0,30.0,20.0,5.0,15.0,,
2026-08-01 15:42,70.0,60.0,45.0,35.0,50.0,35.0,40.0,10.0,10.0,,,15.0,15.0,10.0,50.0,30.0,20.0,25.0,,
