,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-06-09 02:36,,,,,,,,
2026-06-09 06:21,,,,,,,,
2026-06-09 09:36,55.0,,20.0,20.0,55.0,45.0,25.0,5.0
2026-06-09 12:18,50.0,,70.0,40.0,70.0,50.0,50.0,5.0
2026-06-09 14:24,50.0,,70.0,35.0,65.0,50.0,50.0,20.0
2026-06-09 16:22,55.0,,45.0,45.0,80.0,50.0,35.0,5.0
2026-06-09 17:59,45.0,,45.0,25.0,75.0,50.0,50.0,5.0
2026-06-09 19:17,50.0,,50.0,45.0,70.0,55.0,25.0,5.0
2026-06-09 21:32,10.0,,30.0,15.0,30.0,20.0,20.0,5.0
2026-06-09 22:59,,,,,,,,
