,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-03-16 00:46,,,,,,,,,,,,,,,,,,,,
2026-03-16 02:11,,,,,,,,,,,,,,,,,,,,
2026-03-16 03:48,,,,,,,,,,,,,,,,,,,,
2026-03-16 07:39,,,,,,,,,,,,,,,,,,,,
2026-03-16 08:34,,,,,30.0,,10.0,5.0,5.0,,,,5.0,,25.0,,,,,
2026-03-16 10:01,85.0,70.0,40.0,15.0,50.0,,55.0,15.0,20.0,30.0,,20.0,10.0,15.0,30.0,15.0,25.0,5.0,10.0,
2026-03-16 11:09,125.0,75.0,25.0,45.0,55.0,,80.0,,30.0,50.0,,30.0,35.0,10.0,,45.0,20.0,30.0,10.0,
2026-03-16 12:16,85.0,75.0,50.0,30.0,45.0,,60.0,40.0,35.0,35.0,,25.0,10.0,5.0,40.0,40.0,25.0,20.0,10.0,
2026-03-16 13:18,105.0,80.0,45.0,65.0,45.0,,60.0,25.0,25.0,45.0,,25.0,25.0,10.0,,35.0,25.0,35.0,10.0,
2026-03-16 14:11,90.0,,,,55.0,,65.0,,,30.0,,,15.0,10.0,45.0,40.0,,35.0,10.0,
2026-03-16 15:20,75.0,,,,70.0,,70.0,,,40.0,,,25.0,10.0,65.0,40.0,,40.0,15.0,
2026-03-16 15:57,120.0,45.0,15.0,25.0,60.0,,80.0,15.0,,50.0,,15.0,20.0,10.0,60.0,35.0,,40.0,15.0,
2026-03-16 16:34,110.0,85.0,65.0,70.0,45.0,,65.0,25.0,20.0,40.0,,30.0,10.0,10.0,65.0,15.0,25.0,35.0,15.0,
2026-03-16 17:08,80.0,50.0,,30.0,50.0,,50.0,15.0,5.0,35.0,,15.0,5.0,10.0,45.0,30.0,30.0,15.0,15.0,
