,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-03-16 00:46,,,,,,,,,,
2026-03-16 02:11,,,,,,,,,,
2026-03-16 03:48,,,,,,,,,,
2026-03-16 07:39,,,,,,,,,,
2026-03-16 08:34,,65.0,75.0,5.0,5.0,5.0,,,,5.0
2026-03-16 10:01,100.0,115.0,45.0,35.0,30.0,25.0,20.0,55.0,5.0,5.0
2026-03-16 11:09,110.0,85.0,65.0,70.0,35.0,30.0,25.0,65.0,5.0,35.0
2026-03-16 12:16,150.0,105.0,75.0,60.0,25.0,25.0,25.0,70.0,15.0,45.0
2026-03-16 13:18,120.0,110.0,70.0,60.0,30.0,20.0,,65.0,15.0,30.0
2026-03-16 14:11,,110.0,95.0,60.0,30.0,20.0,15.0,65.0,15.0,20.0
2026-03-16 15:20,,115.0,70.0,45.0,35.0,25.0,15.0,70.0,20.0,25.0
2026-03-16 15:57,,95.0,65.0,35.0,20.0,25.0,20.0,80.0,15.0,5.0
2026-03-16 16:34,85.0,110.0,85.0,70.0,5.0,15.0,15.0,70.0,10.0,15.0
2026-03-16 17:08,85.0,110.0,90.0,60.0,15.0,25.0,15.0,65.0,10.0,10.0
2026-03-16 17:52,,105.0,90.0,35.0,20.0,30.0,15.0,,15.0,15.0
2026-03-16 18:20,85.0,95.0,80.0,50.0,10.0,10.0,15.0,,5.0,5.0
2026-03-16 18:53,,100.0,80.0,55.0,10.0,10.0,15.0,,5.0,10.0
