,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-29 01:31,,,,,,,,,,
2026-07-29 04:06,,,,,,,,,,
2026-07-29 08:54,35.0,50.0,45.0,5.0,,5.0,15.0,,,5.0
2026-07-29 11:01,60.0,60.0,50.0,30.0,25.0,25.0,15.0,,5.0,20.0
2026-07-29 12:25,75.0,70.0,35.0,30.0,15.0,30.0,20.0,,5.0,35.0
2026-07-29 13:44,50.0,60.0,45.0,65.0,10.0,25.0,20.0,80.0,5.0,15.0
2026-07-29 14:41,90.0,60.0,50.0,80.0,5.0,10.0,15.0,55.0,5.0,10.0
2026-07-29 15:58,65.0,80.0,50.0,35.0,5.0,5.0,15.0,60.0,5.0,5.0
2026-07-29 16:52,55.0,60.0,50.0,45.0,5.0,10.0,15.0,55.0,5.0,5.0
2026-07-29 17:42,60.0,70.0,45.0,30.0,5.0,10.0,15.0,55.0,10.0,5.0
2026-07-29 18:37,65.0,70.0,45.0,30.0,5.0,,25.0,,10.0,5.0
2026-07-29 19:37,55.0,80.0,45.0,25.0,5.0,5.0,20.0,,5.0,5.0
2026-07-29 20:59,55.0,95.0,40.0,15.0,5.0,5.0,20.0,,5.0,5.0
