,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-25 00:42,,,,,,,,,,
2026-04-25 02:10,,,,,,,,,,
2026-04-25 03:44,,,,,,,,,,
2026-04-25 07:31,,,,,,,,,,
2026-04-25 08:03,,,,,,,,,,
2026-04-25 09:24,65.0,115.0,30.0,10.0,5.0,5.0,15.0,55.0,5.0,
2026-04-25 10:11,70.0,85.0,50.0,20.0,5.0,25.0,15.0,40.0,5.0,5.0
2026-04-25 10:59,70.0,80.0,35.0,65.0,40.0,35.0,15.0,55.0,5.0,35.0
2026-04-25 11:39,80.0,120.0,55.0,40.0,15.0,25.0,20.0,55.0,5.0,35.0
2026-04-25 12:21,85.0,110.0,65.0,60.0,20.0,25.0,20.0,60.0,10.0,30.0
2026-04-25 13:04,85.0,85.0,,40.0,25.0,25.0,20.0,65.0,15.0,25.0
2026-04-25 13:51,85.0,90.0,45.0,40.0,20.0,25.0,15.0,80.0,15.0,
2026-04-25 14:29,85.0,85.0,70.0,40.0,25.0,15.0,15.0,85.0,15.0,10.0
2026-04-25 15:26,80.0,105.0,85.0,35.0,15.0,15.0,15.0,55.0,10.0,20.0
2026-04-25 15:59,80.0,90.0,85.0,40.0,15.0,20.0,15.0,60.0,10.0,15.0
2026-04-25 16:41,,85.0,85.0,45.0,25.0,20.0,15.0,60.0,10.0,
2026-04-25 17:20,,90.0,70.0,60.0,15.0,25.0,15.0,60.0,35.0,5.0
2026-04-25 17:54,,105.0,,35.0,10.0,20.0,20.0,70.0,15.0,5.0
2026-04-25 18:23,70.0,90.0,20.0,40.0,5.0,15.0,30.0,60.0,15.0,5.0
2026-04-25 19:00,,95.0,75.0,40.0,5.0,,15.0,60.0,15.0,5.0
2026-04-25 19:42,70.0,85.0,65.0,20.0,5.0,,15.0,50.0,5.0,5.0
2026-04-25 21:13,,,,,,,,,,
2026-04-25 22:27,,,,,,,,,,
