,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-04 00:09,,,,,,,,,,
2026-04-04 01:35,,,,,,,,,,
2026-04-04 02:38,,,,,,,,,,
2026-04-04 03:36,,,,,,,,,,
2026-04-04 07:20,,,,,,,,,,
2026-04-04 07:47,,,,,,,,,,
2026-04-04 08:01,,,,,,,,,,
2026-04-04 09:14,95.0,105.0,55.0,25.0,5.0,,15.0,,5.0,5.0
2026-04-04 09:59,80.0,120.0,55.0,35.0,5.0,,35.0,60.0,5.0,10.0
2026-04-04 10:34,90.0,105.0,60.0,40.0,25.0,25.0,25.0,50.0,5.0,40.0
2026-04-04 11:02,95.0,85.0,65.0,40.0,20.0,40.0,25.0,55.0,5.0,40.0
2026-04-04 11:40,110.0,110.0,55.0,65.0,25.0,40.0,25.0,55.0,5.0,25.0
2026-04-04 11:59,,110.0,50.0,45.0,25.0,40.0,30.0,55.0,5.0,20.0
2026-04-04 12:39,,105.0,65.0,50.0,15.0,35.0,15.0,65.0,10.0,45.0
2026-04-04 13:04,90.0,95.0,55.0,40.0,15.0,35.0,25.0,65.0,20.0,45.0
2026-04-04 13:41,,85.0,60.0,40.0,40.0,25.0,25.0,65.0,15.0,40.0
2026-04-04 14:01,100.0,95.0,70.0,45.0,20.0,20.0,15.0,75.0,15.0,20.0
2026-04-04 14:53,80.0,90.0,75.0,50.0,5.0,20.0,15.0,,15.0,20.0
2026-04-04 15:21,,105.0,80.0,50.0,5.0,20.0,15.0,,25.0,20.0
2026-04-04 15:48,90.0,105.0,85.0,50.0,10.0,30.0,15.0,,20.0,20.0
2026-04-04 16:01,110.0,85.0,95.0,50.0,5.0,30.0,15.0,,5.0,10.0
2026-04-04 16:42,95.0,85.0,90.0,50.0,5.0,25.0,15.0,35.0,20.0,10.0
2026-04-04 17:03,95.0,85.0,80.0,65.0,5.0,20.0,15.0,90.0,20.0,10.0
2026-04-04 17:40,95.0,85.0,65.0,40.0,5.0,25.0,15.0,70.0,10.0,10.0
2026-04-04 17:58,95.0,85.0,55.0,40.0,5.0,30.0,15.0,70.0,10.0,10.0
