,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster Starring Aerosmith,The Twilight Zone Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-04-09 00:35,,,,,,,,
2026-04-09 02:09,,,,,,,,
2026-04-09 03:54,,,,,,,,
2026-04-09 07:44,,,,,,,,
2026-04-09 08:47,55.0,,,20.0,100.0,30.0,5.0,5.0
2026-04-09 10:29,,,,85.0,,70.0,70.0,40.0
2026-04-09 12:01,85.0,,,115.0,180.0,85.0,65.0,25.0
2026-04-09 13:15,115.0,,,115.0,120.0,70.0,45.0,25.0
