,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-24 01:31,,,,,,,,,,
2026-07-24 03:55,,,,,,,,,,
2026-07-24 08:11,,,,,,,,,,
2026-07-24 10:09,55.0,55.0,30.0,20.0,5.0,15.0,15.0,45.0,5.0,5.0
2026-07-24 11:42,,75.0,35.0,45.0,20.0,25.0,15.0,40.0,5.0,25.0
2026-07-24 13:10,120.0,80.0,50.0,40.0,25.0,5.0,15.0,60.0,5.0,10.0
2026-07-24 14:43,80.0,85.0,55.0,35.0,5.0,15.0,15.0,60.0,15.0,5.0
2026-07-24 16:01,90.0,85.0,50.0,35.0,5.0,10.0,15.0,55.0,5.0,5.0
2026-07-24 17:12,70.0,85.0,70.0,25.0,5.0,20.0,15.0,50.0,5.0,5.0
2026-07-24 18:16,75.0,120.0,45.0,65.0,,15.0,15.0,65.0,5.0,5.0
2026-07-24 19:17,80.0,80.0,45.0,30.0,5.0,5.0,15.0,45.0,5.0,5.0
2026-07-24 20:16,80.0,90.0,45.0,20.0,5.0,5.0,15.0,40.0,5.0,10.0
2026-07-24 22:14,,,,,,,,,,
