,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-07-24 01:31,,,,,,,,,,,,,,,,,,,,
2026-07-24 03:55,,,,,,,,,,,,,,,,,,,,
2026-07-24 08:11,,,,,,,,,,,,,,,,,,,,
2026-07-24 10:09,65.0,55.0,30.0,35.0,30.0,30.0,30.0,5.0,5.0,13.0,5.0,10.0,5.0,15.0,15.0,5.0,10.0,5.0,,
2026-07-24 11:42,80.0,55.0,35.0,65.0,35.0,40.0,,15.0,5.0,20.0,15.0,15.0,5.0,10.0,30.0,10.0,10.0,5.0,,
2026-07-24 13:10,55.0,55.0,40.0,50.0,45.0,30.0,50.0,15.0,5.0,20.0,15.0,15.0,10.0,10.0,25.0,25.0,5.0,15.0,,
2026-07-24 14:43,60.0,50.0,30.0,55.0,40.0,35.0,40.0,10.0,10.0,20.0,20.0,5.0,5.0,10.0,20.0,20.0,5.0,15.0,,
2026-07-24 16:01,70.0,55.0,35.0,65.0,,25.0,35.0,5.0,5.0,20.0,5.0,5.0,5.0,15.0,40.0,15.0,5.0,30.0,,
2026-07-24 17:12,55.0,55.0,40.0,80.0,55.0,50.0,50.0,15.0,5.0,20.0,5.0,10.0,5.0,10.0,30.0,15.0,10.0,15.0,,
2026-07-24 18:16,65.0,50.0,40.0,65.0,45.0,30.0,55.0,15.0,5.0,30.0,5.0,10.0,5.0,15.0,40.0,15.0,5.0,20.0,,
