,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-05-31 03:09,,,,,,,,,,,,,,,,,,,,
2026-05-31 08:05,,,,,,,,,,,,,,,,,,,,
2026-05-31 10:07,50.0,45.0,35.0,30.0,50.0,65.0,,5.0,15.0,20.0,5.0,15.0,5.0,15.0,30.0,15.0,20.0,5.0,10.0,
2026-05-31 11:37,90.0,,30.0,60.0,45.0,60.0,,15.0,25.0,35.0,15.0,20.0,15.0,10.0,30.0,35.0,5.0,10.0,10.0,
2026-05-31 12:43,70.0,45.0,40.0,60.0,55.0,,,30.0,15.0,25.0,30.0,20.0,20.0,15.0,35.0,45.0,10.0,20.0,10.0,
2026-05-31 13:44,75.0,65.0,30.0,40.0,55.0,35.0,,15.0,10.0,25.0,20.0,5.0,10.0,15.0,25.0,20.0,15.0,25.0,10.0,
2026-05-31 14:50,50.0,55.0,45.0,70.0,40.0,65.0,,10.0,15.0,,5.0,15.0,5.0,15.0,35.0,20.0,5.0,10.0,10.0,
2026-05-31 15:57,75.0,70.0,55.0,65.0,35.0,60.0,,15.0,5.0,,10.0,15.0,10.0,10.0,25.0,25.0,15.0,10.0,10.0,
2026-05-31 16:53,70.0,55.0,35.0,60.0,40.0,35.0,,20.0,10.0,25.0,10.0,15.0,10.0,15.0,35.0,15.0,10.0,35.0,10.0,
2026-05-31 17:44,45.0,70.0,40.0,55.0,40.0,45.0,50.0,25.0,10.0,35.0,5.0,10.0,10.0,15.0,35.0,10.0,5.0,5.0,10.0,
2026-05-31 18:40,65.0,50.0,25.0,55.0,40.0,50.0,70.0,20.0,5.0,25.0,5.0,15.0,5.0,15.0,15.0,5.0,15.0,5.0,10.0,
