,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-07-18 01:03,,,,,,,,
2026-07-18 03:04,,,,,,,,
2026-07-18 07:43,,,,,,,,
2026-07-18 08:37,,,13.0,15.0,60.0,20.0,25.0,5.0
2026-07-18 10:03,55.0,,25.0,20.0,55.0,35.0,40.0,5.0
2026-07-18 11:04,50.0,,40.0,35.0,55.0,45.0,40.0,5.0
2026-07-18 12:04,60.0,,40.0,55.0,60.0,45.0,40.0,15.0
2026-07-18 13:07,50.0,,40.0,30.0,55.0,40.0,45.0,15.0
2026-07-18 14:03,,,40.0,40.0,,45.0,45.0,15.0
2026-07-18 15:16,65.0,,35.0,30.0,75.0,45.0,45.0,5.0
2026-07-18 16:08,55.0,,45.0,30.0,60.0,45.0,45.0,5.0
2026-07-18 17:01,,,35.0,40.0,50.0,45.0,45.0,5.0
