,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-13 01:26,,,,,,,,,,,,,,,,,,,,
2026-04-13 03:25,,,,,,,,,,,,,,,,,,,,
2026-04-13 07:58,,,,,,,,,,,,,,,,,,,,
2026-04-13 09:25,45.0,55.0,25.0,5.0,45.0,,30.0,10.0,5.0,13.0,5.0,5.0,5.0,10.0,25.0,5.0,10.0,5.0,10.0,
2026-04-13 10:58,60.0,55.0,45.0,15.0,45.0,,30.0,15.0,15.0,25.0,15.0,20.0,5.0,15.0,40.0,20.0,20.0,15.0,10.0,
2026-04-13 12:12,50.0,55.0,45.0,,50.0,,35.0,20.0,20.0,25.0,25.0,25.0,10.0,10.0,35.0,15.0,20.0,20.0,10.0,
2026-04-13 13:19,40.0,50.0,45.0,45.0,40.0,,30.0,15.0,20.0,30.0,15.0,15.0,5.0,10.0,30.0,,5.0,20.0,10.0,
2026-04-13 14:18,55.0,50.0,45.0,45.0,40.0,,35.0,15.0,20.0,35.0,25.0,10.0,10.0,10.0,30.0,25.0,5.0,35.0,10.0,
2026-04-13 15:41,55.0,55.0,25.0,40.0,45.0,,,15.0,15.0,30.0,15.0,10.0,10.0,10.0,35.0,20.0,10.0,15.0,10.0,
2026-04-13 16:35,50.0,55.0,45.0,45.0,55.0,,,15.0,15.0,30.0,15.0,20.0,10.0,10.0,35.0,30.0,10.0,25.0,10.0,
2026-04-13 17:27,55.0,55.0,50.0,45.0,45.0,,,25.0,25.0,30.0,15.0,15.0,10.0,15.0,25.0,25.0,10.0,5.0,10.0,
2026-04-13 18:08,65.0,55.0,50.0,35.0,45.0,,,20.0,10.0,25.0,10.0,10.0,15.0,10.0,35.0,20.0,5.0,25.0,10.0,
2026-04-13 19:00,65.0,40.0,50.0,40.0,30.0,,45.0,20.0,10.0,25.0,5.0,20.0,15.0,10.0,30.0,5.0,10.0,10.0,10.0,
2026-04-13 19:49,70.0,50.0,35.0,40.0,45.0,,35.0,,10.0,15.0,5.0,10.0,10.0,10.0,30.0,15.0,10.0,5.0,10.0,
2026-04-13 21:10,60.0,35.0,10.0,15.0,25.0,,20.0,5.0,5.0,13.0,5.0,5.0,5.0,10.0,20.0,5.0,10.0,5.0,,
2026-04-13 22:10,50.0,35.0,5.0,,,,5.0,5.0,5.0,13.0,5.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,,
