,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-06-14 04:04,,,,,,,,,,
2026-06-14 08:57,30.0,40.0,55.0,5.0,,5.0,15.0,20.0,,5.0
2026-06-14 11:05,80.0,,40.0,50.0,20.0,25.0,15.0,45.0,5.0,15.0
2026-06-14 12:44,,60.0,50.0,45.0,20.0,25.0,15.0,45.0,5.0,15.0
2026-06-14 14:02,90.0,85.0,40.0,30.0,5.0,,15.0,45.0,5.0,5.0
2026-06-14 15:49,65.0,75.0,45.0,35.0,20.0,10.0,15.0,45.0,10.0,5.0
2026-06-14 16:53,45.0,70.0,40.0,35.0,5.0,5.0,15.0,45.0,0.0,5.0
2026-06-14 17:59,80.0,70.0,40.0,20.0,5.0,15.0,15.0,40.0,5.0,5.0
2026-06-14 19:10,45.0,60.0,30.0,15.0,5.0,5.0,15.0,40.0,5.0,5.0
2026-06-14 20:21,45.0,60.0,35.0,10.0,5.0,5.0,15.0,35.0,5.0,5.0
2026-06-14 23:52,,,,,,,,,,
