,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-04 01:59,,,,,,,,,,
2026-07-04 04:48,,,,,,,,,,
2026-07-04 08:01,,,,,,,,,,
2026-07-04 09:44,55.0,95.0,30.0,40.0,5.0,5.0,10.0,40.0,5.0,5.0
2026-07-04 10:52,95.0,70.0,40.0,50.0,35.0,30.0,15.0,45.0,5.0,25.0
2026-07-04 11:49,105.0,80.0,55.0,35.0,15.0,35.0,20.0,60.0,5.0,30.0
2026-07-04 12:44,80.0,85.0,45.0,35.0,20.0,15.0,15.0,55.0,5.0,25.0
2026-07-04 13:45,90.0,75.0,55.0,50.0,30.0,15.0,20.0,45.0,5.0,10.0
2026-07-04 14:41,110.0,80.0,,45.0,20.0,25.0,15.0,65.0,5.0,20.0
2026-07-04 15:51,,165.0,55.0,100.0,25.0,35.0,15.0,85.0,20.0,5.0
2026-07-04 16:39,,85.0,60.0,90.0,25.0,5.0,15.0,60.0,5.0,5.0
2026-07-04 17:36,,90.0,50.0,60.0,10.0,20.0,15.0,75.0,,5.0
2026-07-04 18:34,110.0,75.0,,40.0,10.0,20.0,15.0,75.0,5.0,5.0
2026-07-04 19:35,130.0,125.0,55.0,85.0,5.0,20.0,15.0,,15.0,15.0
2026-07-04 21:19,,,,,,,,,,
