,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-08-05 01:22,,,,,,,,,,
2026-08-05 03:59,,,,,,,,,,
2026-08-05 08:46,55.0,115.0,50.0,5.0,,5.0,15.0,25.0,,
2026-08-05 11:01,90.0,95.0,40.0,25.0,20.0,25.0,15.0,55.0,5.0,15.0
2026-08-05 12:45,70.0,90.0,55.0,65.0,20.0,30.0,20.0,65.0,5.0,10.0
2026-08-05 14:10,95.0,95.0,50.0,30.0,20.0,25.0,15.0,70.0,10.0,5.0
2026-08-05 15:51,105.0,85.0,70.0,30.0,15.0,15.0,15.0,75.0,10.0,10.0
2026-08-05 16:48,,95.0,55.0,55.0,5.0,20.0,15.0,70.0,20.0,5.0
2026-08-05 17:58,,95.0,65.0,35.0,5.0,15.0,15.0,70.0,15.0,5.0
2026-08-05 18:56,85.0,90.0,60.0,25.0,5.0,5.0,15.0,65.0,5.0,5.0
2026-08-05 19:51,85.0,95.0,60.0,55.0,5.0,10.0,20.0,65.0,5.0,5.0
2026-08-05 21:08,,,,,,,,,,
2026-08-05 22:09,,,,,,,,,,
