,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-08-05 01:22,,,,,,,,,,,,,,,,,,,,
2026-08-05 03:59,,,,,,,,,,,,,,,,,,,,
2026-08-05 08:46,,,,,55.0,,,5.0,,,5.0,,10.0,,25.0,,15.0,5.0,,
2026-08-05 11:01,60.0,60.0,30.0,40.0,45.0,45.0,75.0,20.0,10.0,20.0,10.0,10.0,5.0,15.0,35.0,25.0,20.0,5.0,,
2026-08-05 12:45,75.0,60.0,45.0,75.0,45.0,45.0,100.0,25.0,20.0,35.0,35.0,30.0,10.0,15.0,45.0,35.0,15.0,25.0,,
2026-08-05 14:10,85.0,70.0,50.0,50.0,50.0,35.0,60.0,30.0,35.0,35.0,40.0,20.0,30.0,15.0,,35.0,30.0,,,
2026-08-05 15:51,90.0,65.0,50.0,70.0,60.0,55.0,95.0,25.0,5.0,50.0,30.0,15.0,15.0,15.0,40.0,30.0,35.0,5.0,,
2026-08-05 16:48,75.0,65.0,40.0,70.0,45.0,45.0,95.0,25.0,20.0,30.0,20.0,20.0,20.0,15.0,45.0,30.0,20.0,45.0,,
2026-08-05 17:58,95.0,60.0,35.0,75.0,40.0,35.0,95.0,20.0,20.0,45.0,15.0,20.0,15.0,15.0,40.0,25.0,20.0,35.0,,
2026-08-05 18:56,90.0,60.0,50.0,55.0,55.0,40.0,85.0,30.0,15.0,30.0,,20.0,10.0,15.0,55.0,25.0,20.0,40.0,,
2026-08-05 19:51,120.0,,,,50.0,,120.0,,,35.0,35.0,,25.0,10.0,60.0,35.0,,40.0,,
