,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-06 00:52,,,,,,,,,,
2026-04-06 02:23,,,,,,,,,,
2026-04-06 04:08,,,,,,,,,,
2026-04-06 07:40,,,,,,,,,,
2026-04-06 08:35,,85.0,,10.0,5.0,,15.0,50.0,,5.0
2026-04-06 09:53,,95.0,70.0,50.0,15.0,25.0,15.0,55.0,5.0,5.0
2026-04-06 10:38,105.0,105.0,55.0,45.0,20.0,40.0,15.0,65.0,5.0,35.0
2026-04-06 11:28,90.0,105.0,95.0,75.0,30.0,40.0,20.0,70.0,15.0,45.0
2026-04-06 12:08,115.0,90.0,85.0,75.0,20.0,40.0,30.0,70.0,10.0,55.0
2026-04-06 13:03,165.0,95.0,65.0,65.0,25.0,30.0,15.0,70.0,25.0,25.0
2026-04-06 13:55,105.0,85.0,105.0,90.0,15.0,20.0,20.0,70.0,20.0,25.0
2026-04-06 14:44,95.0,75.0,110.0,90.0,20.0,20.0,35.0,75.0,20.0,20.0
2026-04-06 15:41,75.0,90.0,90.0,65.0,15.0,15.0,15.0,65.0,15.0,30.0
