,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-03-15 00:39,,,,,,,,,,,,,,,,,,,,
2026-03-15 01:54,,,,,,,,,,,,,,,,,,,,
2026-03-15 02:49,,,,,,,,,,,,,,,,,,,,
2026-03-15 03:36,,,,,,,,,,,,,,,,,,,,
2026-03-15 07:17,,,,,,,,,,,,,,,,,,,,
2026-03-15 07:42,,,,,,,,,,,,,,,,,,,,
2026-03-15 07:56,,,,,,,,,,,,,,,,,,,,
2026-03-15 08:36,,,,,110.0,,,5.0,5.0,,,,5.0,15.0,,,10.0,5.0,,
2026-03-15 09:32,105.0,45.0,35.0,5.0,30.0,,40.0,20.0,20.0,13.0,,5.0,5.0,15.0,20.0,5.0,10.0,5.0,10.0,
2026-03-15 10:03,90.0,45.0,35.0,15.0,55.0,,45.0,20.0,15.0,15.0,,15.0,10.0,15.0,35.0,10.0,5.0,5.0,10.0,
2026-03-15 10:40,75.0,60.0,40.0,45.0,50.0,,50.0,5.0,15.0,30.0,,25.0,15.0,10.0,35.0,25.0,15.0,5.0,10.0,
2026-03-15 11:00,65.0,70.0,40.0,60.0,45.0,,45.0,15.0,25.0,20.0,,15.0,15.0,10.0,,20.0,15.0,15.0,10.0,
2026-03-15 11:34,80.0,60.0,35.0,30.0,50.0,,65.0,25.0,30.0,45.0,,15.0,10.0,10.0,,35.0,10.0,25.0,10.0,
2026-03-15 11:54,85.0,50.0,35.0,35.0,40.0,,70.0,25.0,20.0,30.0,,15.0,20.0,10.0,35.0,,5.0,20.0,10.0,
2026-03-15 12:18,70.0,55.0,35.0,40.0,35.0,,60.0,25.0,10.0,40.0,,20.0,10.0,10.0,40.0,,5.0,10.0,10.0,
2026-03-15 12:51,65.0,65.0,45.0,60.0,50.0,,40.0,25.0,30.0,40.0,,20.0,10.0,10.0,40.0,15.0,10.0,15.0,10.0,
2026-03-15 13:14,65.0,75.0,55.0,55.0,40.0,,40.0,30.0,25.0,13.0,,20.0,15.0,10.0,45.0,35.0,10.0,15.0,10.0,
2026-03-15 13:45,70.0,55.0,45.0,65.0,40.0,,45.0,15.0,25.0,30.0,,15.0,15.0,10.0,40.0,25.0,20.0,25.0,10.0,
2026-03-15 14:00,85.0,65.0,40.0,60.0,40.0,,55.0,25.0,20.0,20.0,,15.0,15.0,10.0,30.0,40.0,20.0,25.0,10.0,
2026-03-15 14:49,65.0,60.0,35.0,60.0,55.0,,40.0,20.0,5.0,25.0,,15.0,10.0,15.0,35.0,35.0,5.0,30.0,10.0,
2026-03-15 15:18,65.0,50.0,45.0,55.0,45.0,,40.0,20.0,30.0,20.0,,5.0,15.0,15.0,35.0,25.0,10.0,20.0,10.0,
2026-03-15 15:44,75.0,60.0,50.0,50.0,35.0,,40.0,10.0,15.0,25.0,,20.0,10.0,15.0,40.0,25.0,15.0,15.0,10.0,
2026-03-15 15:58,80.0,65.0,40.0,50.0,45.0,,40.0,10.0,15.0,20.0,,15.0,10.0,15.0,30.0,25.0,15.0,10.0,10.0,
2026-03-15 16:27,70.0,,,,45.0,,55.0,,,25.0,,,10.0,15.0,50.0,30.0,,15.0,10.0,
2026-03-15 16:53,75.0,,,,55.0,,60.0,,,25.0,,,5.0,10.0,60.0,40.0,,20.0,10.0,
2026-03-15 17:16,60.0,,,,50.0,,45.0,,,25.0,,,5.0,10.0,,25.0,,5.0,10.0,
2026-03-15 17:44,,,,,45.0,,45.0,,,30.0,,,,,60.0,10.0,,15.0,,
2026-03-15 17:59,,,,,50.0,,45.0,,,30.0,,,5.0,,20.0,10.0,,15.0,10.0,
2026-03-15 18:28,65.0,,,,45.0,,45.0,,,,,,10.0,15.0,50.0,10.0,,10.0,10.0,
2026-03-15 18:55,50.0,,15.0,,45.0,,45.0,10.0,10.0,,,5.0,5.0,15.0,45.0,10.0,5.0,10.0,10.0,
2026-03-15 19:19,50.0,55.0,20.0,45.0,40.0,,45.0,5.0,10.0,15.0,,5.0,5.0,15.0,45.0,5.0,5.0,10.0,10.0,
2026-03-15 19:47,65.0,60.0,30.0,15.0,30.0,,20.0,5.0,5.0,15.0,,5.0,5.0,15.0,20.0,5.0,15.0,5.0,10.0,
2026-03-15 20:02,70.0,50.0,5.0,10.0,30.0,,20.0,5.0,5.0,13.0,,5.0,5.0,10.0,30.0,5.0,10.0,5.0,10.0,
2026-03-15 22:04,,,,,,,,,,,,,,,,,,,,
