,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-03 00:37,,,,,,,,,,,,,,,,,,,,
2026-04-03 02:01,,,,,,,,,,,,,,,,,,,,
2026-04-03 03:23,,,,,,,,,,,,,,,,,,,,
2026-04-03 07:30,,,,,,,,,,,,,,,,,,,,
2026-04-03 08:01,60.0,65.0,,,40.0,,25.0,5.0,5.0,,,,5.0,,30.0,,15.0,5.0,,5.0
2026-04-03 09:21,70.0,75.0,35.0,30.0,45.0,,35.0,15.0,20.0,15.0,,5.0,10.0,15.0,50.0,,15.0,5.0,10.0,
2026-04-03 10:08,95.0,55.0,60.0,40.0,50.0,,65.0,20.0,25.0,25.0,,25.0,20.0,15.0,35.0,10.0,20.0,10.0,10.0,40.0
2026-04-03 10:59,105.0,75.0,45.0,45.0,45.0,,65.0,25.0,35.0,35.0,,35.0,10.0,15.0,40.0,35.0,20.0,35.0,10.0,35.0
2026-04-03 11:38,80.0,75.0,45.0,55.0,55.0,,55.0,35.0,30.0,40.0,,25.0,20.0,,45.0,35.0,25.0,25.0,10.0,45.0
2026-04-03 12:06,75.0,80.0,55.0,55.0,55.0,,55.0,25.0,35.0,30.0,,25.0,15.0,10.0,30.0,35.0,15.0,30.0,10.0,40.0
2026-04-03 12:55,80.0,70.0,60.0,75.0,55.0,,55.0,25.0,20.0,40.0,,25.0,20.0,10.0,50.0,35.0,20.0,35.0,10.0,40.0
2026-04-03 13:25,90.0,70.0,50.0,70.0,55.0,,65.0,40.0,35.0,30.0,,35.0,20.0,10.0,50.0,35.0,20.0,35.0,10.0,40.0
2026-04-03 13:56,90.0,70.0,55.0,50.0,55.0,,55.0,35.0,35.0,30.0,,,20.0,15.0,40.0,35.0,20.0,15.0,10.0,50.0
2026-04-03 14:39,90.0,70.0,50.0,70.0,55.0,,,25.0,25.0,40.0,,15.0,25.0,10.0,45.0,45.0,20.0,40.0,10.0,45.0
2026-04-03 15:25,95.0,70.0,45.0,60.0,30.0,,,25.0,25.0,30.0,,20.0,10.0,10.0,40.0,25.0,20.0,20.0,10.0,45.0
2026-04-03 15:56,80.0,70.0,40.0,110.0,70.0,,,25.0,25.0,,,20.0,15.0,10.0,40.0,40.0,10.0,35.0,10.0,40.0
2026-04-03 16:29,90.0,70.0,60.0,90.0,50.0,,40.0,35.0,25.0,,,25.0,25.0,10.0,55.0,40.0,20.0,40.0,10.0,45.0
