,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-04-03 00:37,,,,,,,,,,
2026-04-03 02:01,,,,,,,,,,
2026-04-03 03:23,,,,,,,,,,
2026-04-03 07:30,,,,,,,,,,
2026-04-03 08:01,,,,,,,,,,
2026-04-03 09:21,115.0,120.0,55.0,15.0,5.0,5.0,15.0,60.0,5.0,5.0
2026-04-03 10:08,90.0,120.0,50.0,50.0,5.0,25.0,15.0,55.0,5.0,25.0
2026-04-03 10:59,125.0,95.0,60.0,60.0,20.0,35.0,25.0,55.0,5.0,45.0
2026-04-03 11:38,110.0,95.0,65.0,60.0,20.0,30.0,35.0,65.0,10.0,45.0
2026-04-03 12:06,125.0,120.0,65.0,80.0,25.0,30.0,20.0,70.0,15.0,30.0
2026-04-03 12:55,125.0,90.0,85.0,70.0,5.0,25.0,30.0,65.0,10.0,30.0
