,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-08-24 00:23,,,,,,,,
2026-08-24 01:08,,,,,,,,
2026-08-24 01:50,,,,,,,,
2026-08-24 02:27,,,,,,,,
2026-08-24 03:37,,,,,,,,
2026-08-24 07:17,,,,,,,,
2026-08-24 07:45,,,,,,,,
2026-08-24 08:02,,,,,,,,
2026-08-24 09:04,50.0,,13.0,15.0,50.0,15.0,25.0,5.0
2026-08-24 09:58,40.0,,35.0,30.0,70.0,35.0,40.0,5.0
2026-08-24 10:33,40.0,,50.0,55.0,125.0,50.0,35.0,5.0
2026-08-24 11:18,60.0,,30.0,40.0,75.0,45.0,45.0,5.0
2026-08-24 11:57,35.0,,90.0,30.0,95.0,45.0,45.0,10.0
2026-08-24 12:31,60.0,,80.0,30.0,60.0,45.0,45.0,5.0
2026-08-24 13:05,50.0,,50.0,55.0,75.0,40.0,40.0,5.0
2026-08-24 13:38,60.0,,60.0,45.0,65.0,45.0,35.0,5.0
2026-08-24 14:02,60.0,,60.0,45.0,65.0,35.0,35.0,5.0
2026-08-24 14:51,35.0,,65.0,20.0,60.0,40.0,35.0,5.0
2026-08-24 15:18,60.0,,65.0,20.0,70.0,35.0,35.0,5.0
2026-08-24 15:47,40.0,,65.0,20.0,60.0,30.0,35.0,5.0
2026-08-24 16:04,40.0,,65.0,20.0,60.0,40.0,35.0,5.0
2026-08-24 16:40,,,65.0,20.0,60.0,30.0,35.0,5.0
2026-08-24 17:03,,,20.0,10.0,50.0,30.0,30.0,5.0
2026-08-24 17:37,,,45.0,15.0,80.0,35.0,40.0,5.0
2026-08-24 17:56,,,40.0,15.0,,45.0,45.0,5.0
2026-08-24 18:18,,,40.0,25.0,50.0,45.0,35.0,5.0
2026-08-24 18:46,95.0,,60.0,20.0,90.0,45.0,35.0,5.0
2026-08-24 19:02,115.0,,65.0,20.0,80.0,25.0,35.0,5.0
2026-08-24 19:28,115.0,,40.0,15.0,60.0,35.0,40.0,10.0
2026-08-24 19:45,20.0,,70.0,15.0,60.0,30.0,35.0,5.0
