,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-05-04 01:50,,,,,,,,,,,,,,,,,,,,
2026-05-04 04:09,,,,,,,,,,,,,,,,,,,,
2026-05-04 08:17,,,,,,,,,,,,,,,,,,,,
2026-05-04 10:32,70.0,50.0,40.0,35.0,30.0,,35.0,10.0,20.0,15.0,15.0,15.0,10.0,10.0,45.0,15.0,10.0,10.0,10.0,
2026-05-04 12:19,85.0,60.0,45.0,55.0,45.0,75.0,55.0,20.0,35.0,40.0,20.0,20.0,10.0,10.0,40.0,40.0,25.0,30.0,10.0,
2026-05-04 13:54,105.0,65.0,50.0,60.0,50.0,70.0,45.0,45.0,40.0,35.0,25.0,20.0,20.0,10.0,35.0,30.0,15.0,30.0,10.0,
2026-05-04 15:09,75.0,55.0,40.0,50.0,40.0,70.0,45.0,25.0,10.0,30.0,15.0,15.0,15.0,10.0,35.0,25.0,5.0,30.0,10.0,
2026-05-04 16:39,80.0,65.0,50.0,50.0,45.0,65.0,55.0,15.0,10.0,25.0,20.0,15.0,15.0,10.0,,35.0,10.0,30.0,10.0,
2026-05-04 17:44,80.0,65.0,35.0,55.0,45.0,70.0,45.0,20.0,20.0,35.0,15.0,15.0,10.0,10.0,45.0,30.0,10.0,20.0,10.0,
2026-05-04 18:39,75.0,55.0,45.0,55.0,45.0,50.0,25.0,20.0,10.0,30.0,5.0,15.0,10.0,10.0,30.0,25.0,20.0,25.0,10.0,
2026-05-04 19:31,85.0,55.0,40.0,65.0,40.0,60.0,35.0,15.0,10.0,35.0,5.0,15.0,5.0,10.0,45.0,25.0,10.0,5.0,10.0,
2026-05-04 21:12,135.0,45.0,15.0,15.0,35.0,30.0,25.0,5.0,15.0,10.0,5.0,10.0,5.0,15.0,15.0,10.0,5.0,10.0,,
