,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-07-03 02:16,,,,,,,,,,,,,,,,,,,,
2026-07-03 05:37,,,,,,,,,,,,,,,,,,,,
2026-07-03 08:51,45.0,35.0,10.0,10.0,25.0,15.0,15.0,5.0,5.0,13.0,5.0,5.0,5.0,15.0,10.0,5.0,15.0,5.0,,
2026-07-03 10:58,60.0,35.0,40.0,40.0,50.0,25.0,30.0,5.0,5.0,25.0,5.0,10.0,5.0,10.0,25.0,20.0,10.0,,,
2026-07-03 12:23,50.0,45.0,25.0,35.0,35.0,20.0,30.0,5.0,5.0,15.0,5.0,5.0,5.0,10.0,20.0,15.0,5.0,5.0,,
2026-07-03 13:53,50.0,50.0,35.0,40.0,40.0,,25.0,5.0,5.0,15.0,5.0,5.0,5.0,15.0,35.0,20.0,5.0,5.0,,
2026-07-03 14:54,55.0,45.0,35.0,35.0,35.0,35.0,30.0,5.0,5.0,15.0,5.0,5.0,5.0,10.0,25.0,15.0,10.0,5.0,,
2026-07-03 16:08,45.0,35.0,35.0,45.0,40.0,35.0,30.0,5.0,5.0,25.0,10.0,5.0,10.0,10.0,30.0,5.0,5.0,15.0,,
2026-07-03 17:20,,40.0,30.0,35.0,45.0,25.0,35.0,5.0,5.0,20.0,5.0,5.0,10.0,10.0,25.0,15.0,5.0,15.0,,
2026-07-03 18:28,60.0,45.0,35.0,40.0,40.0,30.0,,10.0,10.0,30.0,10.0,5.0,10.0,10.0,,10.0,15.0,25.0,,
2026-07-03 19:33,85.0,,,,55.0,20.0,,,,40.0,15.0,5.0,10.0,10.0,40.0,25.0,40.0,20.0,,
2026-07-03 21:10,50.0,30.0,5.0,15.0,5.0,20.0,,10.0,5.0,10.0,5.0,5.0,10.0,10.0,20.0,5.0,5.0,5.0,,
2026-07-03 22:32,85.0,40.0,5.0,40.0,30.0,30.0,30.0,5.0,15.0,13.0,5.0,5.0,10.0,10.0,15.0,5.0,10.0,5.0,,
