,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-23 01:12,,,,,,,,,,,,,,,,,,,,
2026-04-23 03:09,,,,,,,,,,,,,,,,,,,,
2026-04-23 07:53,,,,,,,,,,,,,,,,,,,,
2026-04-23 08:51,,45.0,,,35.0,,5.0,5.0,5.0,,5.0,,5.0,,20.0,,5.0,5.0,,
2026-04-23 11:02,125.0,50.0,35.0,40.0,35.0,,40.0,25.0,30.0,35.0,20.0,25.0,10.0,10.0,35.0,25.0,15.0,15.0,10.0,
2026-04-23 12:48,80.0,60.0,35.0,50.0,40.0,,30.0,20.0,35.0,,25.0,30.0,15.0,10.0,40.0,35.0,15.0,20.0,10.0,
2026-04-23 13:59,65.0,65.0,50.0,45.0,40.0,,35.0,20.0,15.0,35.0,20.0,15.0,15.0,15.0,25.0,25.0,20.0,30.0,10.0,
2026-04-23 15:10,105.0,55.0,60.0,45.0,45.0,,30.0,10.0,25.0,35.0,15.0,15.0,5.0,10.0,35.0,10.0,5.0,35.0,10.0,
2026-04-23 16:12,,55.0,50.0,40.0,45.0,,50.0,20.0,15.0,40.0,15.0,15.0,15.0,10.0,40.0,25.0,15.0,15.0,10.0,
2026-04-23 17:06,,55.0,40.0,50.0,40.0,,45.0,40.0,30.0,40.0,20.0,20.0,15.0,10.0,30.0,20.0,15.0,15.0,10.0,
