,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-06-28 03:36,,,,,,,,,,
2026-06-28 08:11,,,,,,,,,,
2026-06-28 10:14,60.0,65.0,20.0,30.0,5.0,10.0,15.0,35.0,5.0,5.0
2026-06-28 11:40,95.0,80.0,50.0,45.0,20.0,15.0,15.0,45.0,5.0,20.0
2026-06-28 12:46,50.0,70.0,30.0,30.0,20.0,20.0,15.0,45.0,5.0,25.0
2026-06-28 13:51,80.0,50.0,40.0,40.0,5.0,10.0,15.0,60.0,5.0,15.0
2026-06-28 14:55,50.0,60.0,45.0,35.0,15.0,10.0,25.0,40.0,5.0,20.0
2026-06-28 16:05,75.0,60.0,55.0,30.0,5.0,5.0,15.0,45.0,5.0,5.0
2026-06-28 17:14,65.0,70.0,45.0,35.0,5.0,5.0,15.0,55.0,15.0,5.0
2026-06-28 18:14,70.0,55.0,45.0,35.0,5.0,5.0,15.0,40.0,20.0,5.0
2026-06-28 19:18,,65.0,45.0,20.0,5.0,10.0,15.0,45.0,5.0,5.0
2026-06-28 21:33,,,,,,,,,,
