,Star Wars: Rise of the Resistance,Rock 'n' Roller Coaster,Tower of Terror,Millennium Falcon: Smugglers Run,Slinky Dog Dash,Mickey & Minnie's Runaway Railway,Toy Story Mania!,Star Tours
2026-04-20 01:24,,,,,,,,
2026-04-20 03:26,,,,,,,,
2026-04-20 07:59,,,,,,,,
2026-04-20 09:43,,,25.0,35.0,80.0,45.0,35.0,5.0
2026-04-20 11:05,110.0,,35.0,35.0,80.0,50.0,45.0,5.0
2026-04-20 12:19,120.0,,85.0,35.0,80.0,65.0,55.0,5.0
2026-04-20 13:31,120.0,,30.0,25.0,65.0,50.0,40.0,5.0
2026-04-20 14:35,75.0,,75.0,35.0,55.0,35.0,90.0,
2026-04-20 15:41,105.0,,120.0,25.0,65.0,20.0,,5.0
2026-04-20 16:24,105.0,,85.0,25.0,45.0,55.0,60.0,5.0
2026-04-20 17:05,120.0,,65.0,10.0,60.0,40.0,40.0,5.0
2026-04-20 17:57,95.0,,60.0,20.0,60.0,40.0,40.0,5.0
2026-04-20 18:40,75.0,,90.0,20.0,55.0,30.0,40.0,5.0
2026-04-20 19:26,70.0,,45.0,20.0,50.0,40.0,35.0,5.0
2026-04-20 20:03,95.0,,45.0,20.0,50.0,25.0,60.0,5.0
2026-04-20 22:11,,,,,,,,
