,TRON Lightcycle / Run,Seven Dwarfs Mine Train,Jungle Cruise,Tiana's Bayou Adventure,Peter Pan's Flight,Big Thunder Mountain Railroad,Space Mountain,The Barnstormer,Dumbo the Flying Elephant,Haunted Mansion,it's a small world,The Magic Carpets of Aladdin,Mad Tea Party,Mickey's PhilharMagic,The Many Adventures of Winnie the Pooh,Pirates of the Caribbean,Tomorrowland Speedway,Under the Sea - Journey of The Little Mermaid,Monsters Inc. Laugh Floor,Buzz Lightyear's Space Ranger Spin
2026-04-28 01:45,,,,,,,,,,,,,,,,,,,,
2026-04-28 03:56,,,,,,,,,,,,,,,,,,,,
2026-04-28 08:19,,,,,,,,,,,,,,,,,,,,
2026-04-28 12:28,70.0,,60.0,45.0,45.0,,50.0,10.0,25.0,25.0,30.0,15.0,10.0,15.0,40.0,40.0,10.0,30.0,10.0,
2026-04-28 14:02,55.0,55.0,65.0,,45.0,,50.0,10.0,25.0,40.0,30.0,5.0,10.0,10.0,45.0,40.0,15.0,35.0,10.0,
2026-04-28 15:26,55.0,55.0,30.0,,45.0,,,10.0,10.0,35.0,10.0,5.0,5.0,15.0,35.0,20.0,5.0,20.0,10.0,
2026-04-28 15:52,85.0,70.0,65.0,,45.0,,,10.0,5.0,40.0,40.0,15.0,10.0,10.0,35.0,25.0,20.0,35.0,10.0,
2026-04-28 16:54,65.0,70.0,55.0,,50.0,,,20.0,15.0,35.0,20.0,20.0,5.0,10.0,35.0,35.0,20.0,30.0,10.0,
2026-04-28 17:49,75.0,70.0,45.0,,,,45.0,25.0,10.0,35.0,10.0,10.0,5.0,10.0,40.0,25.0,15.0,35.0,10.0,
2026-04-28 18:41,85.0,60.0,55.0,,40.0,,50.0,20.0,15.0,25.0,10.0,20.0,10.0,10.0,35.0,20.0,15.0,20.0,10.0,
2026-04-28 19:36,90.0,65.0,50.0,,45.0,,50.0,20.0,20.0,25.0,15.0,15.0,5.0,10.0,50.0,35.0,20.0,20.0,10.0,
2026-04-28 21:19,105.0,45.0,20.0,,25.0,,40.0,5.0,5.0,13.0,5.0,5.0,5.0,10.0,15.0,10.0,5.0,5.0,,
