,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-02 02:27,,,,,,,,,,
2026-07-02 05:43,,,,,,,,,,
2026-07-02 08:52,,55.0,,5.0,,5.0,15.0,25.0,,5.0
2026-07-02 11:00,120.0,55.0,50.0,15.0,15.0,35.0,15.0,35.0,5.0,
2026-07-02 12:53,70.0,45.0,40.0,35.0,5.0,15.0,15.0,45.0,5.0,15.0
2026-07-02 14:21,65.0,75.0,50.0,35.0,5.0,5.0,15.0,45.0,5.0,10.0
2026-07-02 15:56,70.0,70.0,40.0,30.0,5.0,15.0,15.0,65.0,5.0,5.0
2026-07-02 16:57,70.0,70.0,,30.0,5.0,5.0,15.0,50.0,5.0,5.0
2026-07-02 18:03,80.0,85.0,45.0,20.0,5.0,10.0,15.0,55.0,10.0,5.0
2026-07-02 19:17,70.0,75.0,50.0,20.0,5.0,5.0,15.0,50.0,10.0,5.0
