,Test Track,Guardians of the Galaxy: Cosmic Rewind,Remy's Ratatouille Adventure,Soarin',Living with the Land,Spaceship Earth,Mission: SPACE,Frozen Ever After,Gran Fiesta Tour Starring The Three Caballeros,The Seas with Nemo & Friends
2026-07-19 01:33,,,,,,,,,,
2026-07-19 03:46,,,,,,,,,,
2026-07-19 07:48,,,,,,,,,,
2026-07-19 08:38,35.0,60.0,45.0,5.0,,,15.0,20.0,,5.0
2026-07-19 10:08,45.0,60.0,30.0,10.0,5.0,5.0,15.0,40.0,5.0,5.0
2026-07-19 11:10,75.0,85.0,40.0,30.0,10.0,15.0,15.0,30.0,5.0,5.0
2026-07-19 12:07,75.0,60.0,45.0,25.0,10.0,15.0,15.0,40.0,5.0,5.0
2026-07-19 13:11,,65.0,40.0,35.0,5.0,5.0,15.0,65.0,5.0,10.0
2026-07-19 14:06,,50.0,40.0,25.0,5.0,5.0,15.0,50.0,5.0,10.0
2026-07-19 15:20,75.0,50.0,45.0,10.0,5.0,5.0,15.0,45.0,5.0,5.0
